run_accession	study_accession	sample_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_selection	submitted_ftp	sra_ftp
ERR1688256	PRJEB16057	SAMEA4506952	408170	human gut metagenome	10564.BINEWAGB	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688256/10564.BINEWAGB.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688256
ERR1688257	PRJEB16057	SAMEA4506953	408170	human gut metagenome	10564.BKW5E7F4	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688257/10564.BKW5E7F4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688257
ERR1688258	PRJEB16057	SAMEA4506954	408170	human gut metagenome	10564.BM9MHXUD	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688258/10564.BM9MHXUD.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688258
ERR1688261	PRJEB16057	SAMEA4506957	408170	human gut metagenome	10564.CF50P3GN	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688261/10564.CF50P3GN.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688261
ERR1688262	PRJEB16057	SAMEA4506958	408170	human gut metagenome	10564.CV6HFKNZ	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688262/10564.CV6HFKNZ.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688262
ERR1688268	PRJEB16057	SAMEA4506964	408170	human gut metagenome	10564.F5KYZ6JD	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688268/10564.F5KYZ6JD.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688268
ERR1688271	PRJEB16057	SAMEA4506967	408170	human gut metagenome	10564.GETLNC9Z	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688271/10564.GETLNC9Z.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688271
ERR1688272	PRJEB16057	SAMEA4506968	408170	human gut metagenome	10564.GXRXGLH3	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688272/10564.GXRXGLH3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688272
ERR1688273	PRJEB16057	SAMEA4506969	408170	human gut metagenome	10564.H6TOS3QE	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688273/10564.H6TOS3QE.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688273
ERR1688275	PRJEB16057	SAMEA4506971	408170	human gut metagenome	10564.HYEURJVG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688275/10564.HYEURJVG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688275
ERR1688277	PRJEB16057	SAMEA4506973	408170	human gut metagenome	10564.KZL25H0F	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688277/10564.KZL25H0F.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688277
ERR1688279	PRJEB16057	SAMEA4506975	408170	human gut metagenome	10564.M276ODRH	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688279/10564.M276ODRH.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688279
ERR1688284	PRJEB16057	SAMEA4506980	408170	human gut metagenome	10564.NBEZUYTS	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688284/10564.NBEZUYTS.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688284
ERR1688287	PRJEB16057	SAMEA4506983	408170	human gut metagenome	10564.O9G6DQH2	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688287/10564.O9G6DQH2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688287
ERR1688289	PRJEB16057	SAMEA4506985	408170	human gut metagenome	10564.P52RM623	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688289/10564.P52RM623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688289
ERR1688296	PRJEB16057	SAMEA4506992	408170	human gut metagenome	10564.R5UYLI60	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688296/10564.R5UYLI60.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688296
ERR1688300	PRJEB16057	SAMEA4506996	408170	human gut metagenome	10564.TPC4DXSR	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688300/10564.TPC4DXSR.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/000/ERR1688300
ERR1688305	PRJEB16057	SAMEA4507001	408170	human gut metagenome	10564.XI5CNBC5	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688305/10564.XI5CNBC5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688305
ERR1688306	PRJEB16057	SAMEA4507002	408170	human gut metagenome	10564.XI91FUC4	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688306/10564.XI91FUC4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688306
ERR1688309	PRJEB16057	SAMEA4507005	408170	human gut metagenome	10564.ZHH6RGI7	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688309/10564.ZHH6RGI7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688309
ERR1688154	PRJEB16057	SAMEA4506929	408170	human gut metagenome	10564.0XZCQSPH	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688154/10564.0XZCQSPH.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688154
ERR1688156	PRJEB16057	SAMEA4506931	408170	human gut metagenome	10564.1IVD14B5	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688156/10564.1IVD14B5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688156
ERR1688164	PRJEB16057	SAMEA4506939	408170	human gut metagenome	10564.8582NVSS	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688164/10564.8582NVSS.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688164
ERR1688165	PRJEB16057	SAMEA4506940	408170	human gut metagenome	10564.88ST4Y55	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688165/10564.88ST4Y55.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688165
ERR1688167	PRJEB16057	SAMEA4506942	408170	human gut metagenome	10564.8LK21NXL	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688167/10564.8LK21NXL.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688167
ERR1688177	PRJEB16057	SAMEA4506952	408170	human gut metagenome	10564.BINEWAGB	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688177/10564.BINEWAGB.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688177
ERR1688178	PRJEB16057	SAMEA4506953	408170	human gut metagenome	10564.BKW5E7F4	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688178/10564.BKW5E7F4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688178
ERR1688181	PRJEB16057	SAMEA4506956	408170	human gut metagenome	10564.CE3XUVX2	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688181/10564.CE3XUVX2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688181
ERR1688187	PRJEB16057	SAMEA4506962	408170	human gut metagenome	10564.DMEOOJFG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688187/10564.DMEOOJFG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688187
ERR1688191	PRJEB16057	SAMEA4506966	408170	human gut metagenome	10564.FPEBR7P4	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688191/10564.FPEBR7P4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688191
ERR1688196	PRJEB16057	SAMEA4506971	408170	human gut metagenome	10564.HYEURJVG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688196/10564.HYEURJVG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688196
ERR1688203	PRJEB16057	SAMEA4506978	408170	human gut metagenome	10564.N6YWXQDS	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688203/10564.N6YWXQDS.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688203
ERR1688205	PRJEB16057	SAMEA4506980	408170	human gut metagenome	10564.NBEZUYTS	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688205/10564.NBEZUYTS.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688205
ERR1688209	PRJEB16057	SAMEA4506984	408170	human gut metagenome	10564.OEUQCYN1	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688209/10564.OEUQCYN1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688209
ERR1688211	PRJEB16057	SAMEA4506986	408170	human gut metagenome	10564.PE48VFHO	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688211/10564.PE48VFHO.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688211
ERR1688212	PRJEB16057	SAMEA4506987	408170	human gut metagenome	10564.PGFKX87F	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688212/10564.PGFKX87F.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688212
ERR1688218	PRJEB16057	SAMEA4506993	408170	human gut metagenome	10564.SFZAU2VG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688218/10564.SFZAU2VG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688218
ERR1688219	PRJEB16057	SAMEA4506994	408170	human gut metagenome	10564.SNTNHHDG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688219/10564.SNTNHHDG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688219
ERR1688220	PRJEB16057	SAMEA4506995	408170	human gut metagenome	10564.TNSJJS0H	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688220/10564.TNSJJS0H.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/000/ERR1688220
ERR1688221	PRJEB16057	SAMEA4506996	408170	human gut metagenome	10564.TPC4DXSR	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688221/10564.TPC4DXSR.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688221
ERR1688222	PRJEB16057	SAMEA4506997	408170	human gut metagenome	10564.TX5QZZCE	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688222/10564.TX5QZZCE.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688222
ERR1688225	PRJEB16057	SAMEA4507000	408170	human gut metagenome	10564.V6RQXJPE	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688225/10564.V6RQXJPE.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688225
ERR1688233	PRJEB16057	SAMEA4506929	408170	human gut metagenome	10564.0XZCQSPH	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688233/10564.0XZCQSPH.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688233
ERR1688235	PRJEB16057	SAMEA4506931	408170	human gut metagenome	10564.1IVD14B5	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688235/10564.1IVD14B5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688235
ERR1688239	PRJEB16057	SAMEA4506935	408170	human gut metagenome	10564.42YFD61N	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688239/10564.42YFD61N.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688239
ERR1688243	PRJEB16057	SAMEA4506939	408170	human gut metagenome	10564.8582NVSS	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688243/10564.8582NVSS.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688243
ERR1688244	PRJEB16057	SAMEA4506940	408170	human gut metagenome	10564.88ST4Y55	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688244/10564.88ST4Y55.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688244
ERR1688251	PRJEB16057	SAMEA4506947	408170	human gut metagenome	10564.9RZAET2D	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688251/10564.9RZAET2D.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688251
ERR1688252	PRJEB16057	SAMEA4506948	408170	human gut metagenome	10564.9XP5HOGY	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688252/10564.9XP5HOGY.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688252
ERR1688253	PRJEB16057	SAMEA4506949	408170	human gut metagenome	10564.AWGSVE2C	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688253/10564.AWGSVE2C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688253
ERR1688255	PRJEB16057	SAMEA4506951	408170	human gut metagenome	10564.BGI6J297	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688255/10564.BGI6J297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688255
ERR1688259	PRJEB16057	SAMEA4506955	408170	human gut metagenome	10564.CCHWVERY	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688259/10564.CCHWVERY.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688259
ERR1688263	PRJEB16057	SAMEA4506959	408170	human gut metagenome	10564.D6A696HR	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688263/10564.D6A696HR.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688263
ERR1688264	PRJEB16057	SAMEA4506960	408170	human gut metagenome	10564.DC6MEYNB	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688264/10564.DC6MEYNB.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688264
ERR1688265	PRJEB16057	SAMEA4506961	408170	human gut metagenome	10564.DJ3SQ1HX	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688265/10564.DJ3SQ1HX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688265
ERR1688269	PRJEB16057	SAMEA4506965	408170	human gut metagenome	10564.FIU1JONN	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688269/10564.FIU1JONN.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/009/ERR1688269
ERR1688270	PRJEB16057	SAMEA4506966	408170	human gut metagenome	10564.FPEBR7P4	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688270/10564.FPEBR7P4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/000/ERR1688270
ERR1688274	PRJEB16057	SAMEA4506970	408170	human gut metagenome	10564.HBPTFIN5	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688274/10564.HBPTFIN5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/004/ERR1688274
ERR1688280	PRJEB16057	SAMEA4506976	408170	human gut metagenome	10564.M74HXLZQ	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688280/10564.M74HXLZQ.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/000/ERR1688280
ERR1688281	PRJEB16057	SAMEA4506977	408170	human gut metagenome	10564.N4CQWP8N	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688281/10564.N4CQWP8N.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688281
ERR1688283	PRJEB16057	SAMEA4506979	408170	human gut metagenome	10564.N9HR3VCU	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688283/10564.N9HR3VCU.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/003/ERR1688283
ERR1688285	PRJEB16057	SAMEA4506981	408170	human gut metagenome	10564.NQLWA6VI	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688285/10564.NQLWA6VI.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/005/ERR1688285
ERR1688286	PRJEB16057	SAMEA4506982	408170	human gut metagenome	10564.NYYC95BI	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688286/10564.NYYC95BI.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/006/ERR1688286
ERR1688288	PRJEB16057	SAMEA4506984	408170	human gut metagenome	10564.OEUQCYN1	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688288/10564.OEUQCYN1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688288
ERR1688290	PRJEB16057	SAMEA4506986	408170	human gut metagenome	10564.PE48VFHO	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688290/10564.PE48VFHO.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/000/ERR1688290
ERR1688291	PRJEB16057	SAMEA4506987	408170	human gut metagenome	10564.PGFKX87F	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688291/10564.PGFKX87F.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/001/ERR1688291
ERR1688297	PRJEB16057	SAMEA4506993	408170	human gut metagenome	10564.SFZAU2VG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688297/10564.SFZAU2VG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/007/ERR1688297
ERR1688298	PRJEB16057	SAMEA4506994	408170	human gut metagenome	10564.SNTNHHDG	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688298/10564.SNTNHHDG.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/008/ERR1688298
ERR1688302	PRJEB16057	SAMEA4506998	408170	human gut metagenome	10564.UP9H2CYM	SINGLE	OTHER	PCR	ftp.sra.ebi.ac.uk/vol1/run/ERR168/ERR1688302/10564.UP9H2CYM.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR168/002/ERR1688302
