Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,case,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,Scientific_Name,SRA Study
ERR13060061,AMPLICON,240,21358198,PRJEB39834,SAMEA115537793,16210343,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431802,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-20T23:28:00Z,1,K4389-70,patient,Homo sapiens,ERP123398
ERR13060084,AMPLICON,276,21411073,PRJEB39834,SAMEA115537816,16701269,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431825,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T01:28:00Z,1,K8073-68,patient,Homo sapiens,ERP123398
ERR13060098,AMPLICON,274,9210212,PRJEB39834,SAMEA115537830,7426367,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431839,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-20T23:31:00Z,1,A976-17,patient,Homo sapiens,ERP123398
ERR13060168,AMPLICON,236,15766272,PRJEB39834,SAMEA115537900,11485872,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431909,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T01:29:00Z,1,K5175-91,patient,Homo sapiens,ERP123398
ERR13060033,AMPLICON,261,9962332,PRJEB39834,SAMEA115537765,7480283,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431774,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T09:20:00Z,1,K1836-109,patient,Homo sapiens,ERP123398
ERR13060086,AMPLICON,174,36937290,PRJEB39834,SAMEA115537818,27752723,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431827,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:50:00Z,1,K8073-74,patient,Homo sapiens,ERP123398
ERR13060095,AMPLICON,269,42510652,PRJEB39834,SAMEA115537827,33953918,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431836,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T16:23:00Z,1,A976-10,patient,Homo sapiens,ERP123398
ERR13060103,AMPLICON,279,9827238,PRJEB39834,SAMEA115537835,7408689,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431844,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T09:22:00Z,1,A976-34,patient,Homo sapiens,ERP123398
ERR13060109,AMPLICON,257,12766291,PRJEB39834,SAMEA115537841,9707527,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431850,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T16:21:00Z,1,A976-60,patient,Homo sapiens,ERP123398
ERR13060113,AMPLICON,276,13149696,PRJEB39834,SAMEA115537845,10344548,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431854,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-14T09:42:00Z,1,A976-64,patient,Homo sapiens,ERP123398
ERR13060115,AMPLICON,276,15928052,PRJEB39834,SAMEA115537847,12231820,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431856,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T07:15:00Z,1,K9403-101,patient,Homo sapiens,ERP123398
ERR13060116,AMPLICON,276,21149988,PRJEB39834,SAMEA115537848,16304667,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431857,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T12:50:00Z,1,K9403-102,patient,Homo sapiens,ERP123398
ERR13060156,AMPLICON,232,31205160,PRJEB39834,SAMEA115537888,23202806,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431897,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T14:21:00Z,1,K5175-47,donor,Homo sapiens,ERP123398
ERR13060157,AMPLICON,229,29802699,PRJEB39834,SAMEA115537889,22192893,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431898,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:51:00Z,1,K5175-48,donor,Homo sapiens,ERP123398
ERR13059969,AMPLICON,261,16289182,PRJEB39834,SAMEA115537701,12573294,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431710,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-08-14T07:54:00Z,1,K6409-106,patient,Homo sapiens,ERP123398
ERR13059990,AMPLICON,263,34523760,PRJEB39834,SAMEA115537722,25709190,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431731,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-20T23:28:00Z,1,K6409-90,patient,Homo sapiens,ERP123398
ERR13060007,AMPLICON,226,30600904,PRJEB39834,SAMEA115537739,23316218,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431748,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-20T23:27:00Z,1,K4383-73,patient,Homo sapiens,ERP123398
ERR13060041,AMPLICON,262,7797382,PRJEB39834,SAMEA115537773,5649687,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431782,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-08-14T07:55:00Z,1,K1836-36,donor,Homo sapiens,ERP123398
ERR13059991,AMPLICON,236,24380604,PRJEB39834,SAMEA115537723,17620062,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431732,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T14:52:00Z,1,K6409-94,patient,Homo sapiens,ERP123398
ERR13060002,AMPLICON,243,17624924,PRJEB39834,SAMEA115537734,12722610,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431743,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T13:27:00Z,1,K4383-52,patient,Homo sapiens,ERP123398
ERR13060076,AMPLICON,278,41972510,PRJEB39834,SAMEA115537808,32934484,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431817,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T13:33:00Z,1,K8073-110,patient,Homo sapiens,ERP123398
ERR13060111,AMPLICON,275,1211253,PRJEB39834,SAMEA115537843,1000613,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431852,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T13:22:00Z,1,A976-62,patient,Homo sapiens,ERP123398
ERR13059978,AMPLICON,252,83012382,PRJEB39834,SAMEA115537710,61667750,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431719,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:10:00Z,1,K6409-47,donor,Homo sapiens,ERP123398
ERR13059993,AMPLICON,209,24896509,PRJEB39834,SAMEA115537725,19033113,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431734,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:48:00Z,1,K4383-101,patient,Homo sapiens,ERP123398
ERR13060001,AMPLICON,243,16537453,PRJEB39834,SAMEA115537733,11884215,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431742,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:10:00Z,1,K4383-51,patient,Homo sapiens,ERP123398
ERR13060017,AMPLICON,275,14788995,PRJEB39834,SAMEA115537749,10420956,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431758,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T21:42:00Z,1,K1836-20,patient,Homo sapiens,ERP123398
ERR13060021,AMPLICON,272,7631010,PRJEB39834,SAMEA115537753,5569418,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431762,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:58:00Z,1,K1836-34,patient,Homo sapiens,ERP123398
ERR13060032,AMPLICON,260,9040284,PRJEB39834,SAMEA115537764,6768986,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431773,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:10:00Z,1,K1836-94,patient,Homo sapiens,ERP123398
ERR13060040,AMPLICON,239,15452867,PRJEB39834,SAMEA115537772,11946209,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431781,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:50:00Z,1,K1836-134,patient,Homo sapiens,ERP123398
ERR13060045,AMPLICON,263,13430014,PRJEB39834,SAMEA115537777,9719330,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431786,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-14T09:44:00Z,1,K4389-16,patient,Homo sapiens,ERP123398
ERR13060046,AMPLICON,263,16042679,PRJEB39834,SAMEA115537778,11723922,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431787,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:56:00Z,1,K4389-17,patient,Homo sapiens,ERP123398
ERR13060047,AMPLICON,252,9657018,PRJEB39834,SAMEA115537779,7230930,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431788,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T21:58:00Z,1,K4389-26,patient,Homo sapiens,ERP123398
ERR13060054,AMPLICON,218,11211336,PRJEB39834,SAMEA115537786,8701660,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431795,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:13:00Z,1,K4389-56,donor,Homo sapiens,ERP123398
ERR13060074,AMPLICON,274,11642090,PRJEB39834,SAMEA115537806,9264651,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431815,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T21:51:00Z,1,K8073-105,patient,Homo sapiens,ERP123398
ERR13060087,AMPLICON,278,26540367,PRJEB39834,SAMEA115537819,20877426,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431828,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:53:00Z,1,K8073-83,patient,Homo sapiens,ERP123398
ERR13060097,AMPLICON,278,6266956,PRJEB39834,SAMEA115537829,5006146,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431838,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:10:00Z,1,A976-16,patient,Homo sapiens,ERP123398
ERR13060108,AMPLICON,273,19850049,PRJEB39834,SAMEA115537840,15683122,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431849,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:12:00Z,1,A976-47,patient,Homo sapiens,ERP123398
ERR13060126,AMPLICON,279,194896404,PRJEB39834,SAMEA115537858,146988723,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431867,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:52:00Z,1,K9403-59,patient,Homo sapiens,ERP123398
ERR13060138,AMPLICON,250,11449793,PRJEB39834,SAMEA115537870,8473575,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431879,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:52:00Z,1,K5175-125,patient,Homo sapiens,ERP123398
ERR13060154,AMPLICON,254,40194581,PRJEB39834,SAMEA115537886,29359748,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431895,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T21:55:00Z,1,K5175-45,patient,Homo sapiens,ERP123398
ERR13060169,AMPLICON,276,16908712,PRJEB39834,SAMEA115537901,12795304,10,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431910,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:05:00Z,1,K1799-79,patient,Homo sapiens,ERP123398
ERR13060171,AMPLICON,279,26538148,PRJEB39834,SAMEA115537903,19573792,10,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431912,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T21:57:00Z,1,K1799-85,patient,Homo sapiens,ERP123398
ERR13059992,AMPLICON,243,41020688,PRJEB39834,SAMEA115537724,29224261,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431733,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:47:00Z,1,K6409-95,patient,Homo sapiens,ERP123398
ERR13059994,AMPLICON,199,14091136,PRJEB39834,SAMEA115537726,10902168,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431735,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:44:00Z,1,K4383-102,patient,Homo sapiens,ERP123398
ERR13060034,AMPLICON,262,9053389,PRJEB39834,SAMEA115537766,6740441,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431775,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T09:09:00Z,1,K1836-110,patient,Homo sapiens,ERP123398
ERR13060036,AMPLICON,261,8129209,PRJEB39834,SAMEA115537768,6173251,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431777,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:52:00Z,1,K1836-114,patient,Homo sapiens,ERP123398
ERR13060092,AMPLICON,277,25909095,PRJEB39834,SAMEA115537824,20337377,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431833,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:43:00Z,1,K8073-92,patient,Homo sapiens,ERP123398
ERR13060100,AMPLICON,277,25247081,PRJEB39834,SAMEA115537832,19166057,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431841,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:45:00Z,1,A976-23,patient,Homo sapiens,ERP123398
ERR13060114,AMPLICON,276,13041975,PRJEB39834,SAMEA115537846,10223115,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431855,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T13:12:00Z,1,A976-65,patient,Homo sapiens,ERP123398
ERR13060121,AMPLICON,283,16961537,PRJEB39834,SAMEA115537853,13007885,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431862,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:37:00Z,1,K9403-51,patient,Homo sapiens,ERP123398
ERR13060145,AMPLICON,271,13742715,PRJEB39834,SAMEA115537877,10556406,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431886,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:49:00Z,1,K5175-132,patient,Homo sapiens,ERP123398
ERR13060148,AMPLICON,257,50763220,PRJEB39834,SAMEA115537880,37372339,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431889,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T10:40:00Z,1,K5175-23,patient,Homo sapiens,ERP123398
