Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,case,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,Scientific_Name,SRA Study
ERR13060174,AMPLICON,278,25295554,PRJEB39834,SAMEA115537906,19739470,10,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431915,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T13:36:00Z,1,K1799-92,patient,Homo sapiens,ERP123398
ERR13059975,AMPLICON,262,89161186,PRJEB39834,SAMEA115537707,65774759,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431716,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T15:29:00Z,1,K6409-44,patient,Homo sapiens,ERP123398
ERR13059980,AMPLICON,254,26404169,PRJEB39834,SAMEA115537712,19154840,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431721,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T02:02:00Z,1,K6409-67,patient,Homo sapiens,ERP123398
ERR13059985,AMPLICON,254,15053990,PRJEB39834,SAMEA115537717,11213079,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431726,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:25:00Z,1,K6409-85,donor,Homo sapiens,ERP123398
ERR13059988,AMPLICON,256,26419503,PRJEB39834,SAMEA115537720,19852338,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431729,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:26:00Z,1,K6409-88,patient,Homo sapiens,ERP123398
ERR13059995,AMPLICON,273,11733517,PRJEB39834,SAMEA115537727,9536890,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431736,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T09:52:00Z,1,K4383-111,patient,Homo sapiens,ERP123398
ERR13060000,AMPLICON,244,38124940,PRJEB39834,SAMEA115537732,27496879,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431741,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-14T09:39:00Z,1,K4383-42,patient,Homo sapiens,ERP123398
ERR13060010,AMPLICON,209,22121485,PRJEB39834,SAMEA115537742,16883831,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431751,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T08:27:00Z,1,K4383-76,donor,Homo sapiens,ERP123398
ERR13060012,AMPLICON,260,31127100,PRJEB39834,SAMEA115537744,24114509,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431753,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T08:28:00Z,1,K4383-86,patient,Homo sapiens,ERP123398
ERR13060013,AMPLICON,245,22044562,PRJEB39834,SAMEA115537745,16350831,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431754,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T06:51:00Z,1,K4383-91,patient,Homo sapiens,ERP123398
ERR13060015,AMPLICON,262,10507447,PRJEB39834,SAMEA115537747,7158555,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431756,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T02:01:00Z,1,K1836-8,patient,Homo sapiens,ERP123398
ERR13060018,AMPLICON,208,24058408,PRJEB39834,SAMEA115537750,17234148,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431759,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T13:42:00Z,1,K1836-21,patient,Homo sapiens,ERP123398
ERR13060030,AMPLICON,271,2531020,PRJEB39834,SAMEA115537762,1872800,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431771,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T15:31:00Z,1,K1836-78,patient,Homo sapiens,ERP123398
ERR13060048,AMPLICON,191,20992493,PRJEB39834,SAMEA115537780,15745848,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431789,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T16:56:00Z,1,K4389-27,patient,Homo sapiens,ERP123398
ERR13060068,AMPLICON,226,12887000,PRJEB39834,SAMEA115537800,10448595,03,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431809,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T17:07:00Z,1,K960-7,patient,Homo sapiens,ERP123398
ERR13060081,AMPLICON,275,13728527,PRJEB39834,SAMEA115537813,10633362,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431822,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T13:49:00Z,1,K8073-145,patient,Homo sapiens,ERP123398
ERR13060082,AMPLICON,275,19041159,PRJEB39834,SAMEA115537814,14575013,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431823,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T02:00:00Z,1,K8073-146,patient,Homo sapiens,ERP123398
ERR13060091,AMPLICON,277,15190788,PRJEB39834,SAMEA115537823,11826970,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431832,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T13:45:00Z,1,K8073-91,patient,Homo sapiens,ERP123398
ERR13060106,AMPLICON,277,9452762,PRJEB39834,SAMEA115537838,7249786,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431847,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T06:50:00Z,1,A976-41,patient,Homo sapiens,ERP123398
ERR13060122,AMPLICON,282,20896611,PRJEB39834,SAMEA115537854,16126134,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431863,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T01:58:00Z,1,K9403-52,patient,Homo sapiens,ERP123398
ERR13060123,AMPLICON,282,18237346,PRJEB39834,SAMEA115537855,14066401,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431864,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T16:59:00Z,1,K9403-53,patient,Homo sapiens,ERP123398
ERR13060130,AMPLICON,255,32968285,PRJEB39834,SAMEA115537862,23660084,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431871,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T10:02:00Z,1,K9403-69,patient,Homo sapiens,ERP123398
ERR13060136,AMPLICON,265,13455192,PRJEB39834,SAMEA115537868,10604970,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431877,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T13:47:00Z,1,K5175-123,patient,Homo sapiens,ERP123398
ERR13060139,AMPLICON,254,15604451,PRJEB39834,SAMEA115537871,11528840,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431880,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T08:28:00Z,1,K5175-126,patient,Homo sapiens,ERP123398
ERR13060144,AMPLICON,273,12674997,PRJEB39834,SAMEA115537876,9613843,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431885,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T17:00:00Z,1,K5175-131,patient,Homo sapiens,ERP123398
ERR13060150,AMPLICON,234,13883589,PRJEB39834,SAMEA115537882,10517272,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431891,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:24:00Z,1,K5175-33,patient,Homo sapiens,ERP123398
ERR13060151,AMPLICON,236,13140182,PRJEB39834,SAMEA115537883,10086387,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431892,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T17:07:00Z,1,K5175-34,patient,Homo sapiens,ERP123398
ERR13060152,AMPLICON,242,13626834,PRJEB39834,SAMEA115537884,10552324,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431893,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T12:01:00Z,1,K5175-35,donor,Homo sapiens,ERP123398
ERR13060159,AMPLICON,261,52357648,PRJEB39834,SAMEA115537891,37953818,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431900,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T17:00:00Z,1,K5175-66,patient,Homo sapiens,ERP123398
ERR13060162,AMPLICON,263,36165120,PRJEB39834,SAMEA115537894,26811211,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431903,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T09:40:00Z,1,K5175-69,patient,Homo sapiens,ERP123398
ERR13060166,AMPLICON,219,12748226,PRJEB39834,SAMEA115537898,9397354,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431907,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T13:45:00Z,1,K5175-83,patient,Homo sapiens,ERP123398
ERR13060016,AMPLICON,256,9295490,PRJEB39834,SAMEA115537748,6450101,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431757,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T09:03:00Z,1,K1836-9,patient,Homo sapiens,ERP123398
ERR13060052,AMPLICON,241,18908157,PRJEB39834,SAMEA115537784,14433501,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431793,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T03:28:00Z,1,K4389-43,patient,Homo sapiens,ERP123398
ERR13060055,AMPLICON,216,10925464,PRJEB39834,SAMEA115537787,8347368,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431796,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T07:14:00Z,1,K4389-57,patient,Homo sapiens,ERP123398
ERR13060093,AMPLICON,267,14881385,PRJEB39834,SAMEA115537825,12129898,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431834,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T03:27:00Z,1,K8073-97,patient,Homo sapiens,ERP123398
ERR13060137,AMPLICON,261,10452327,PRJEB39834,SAMEA115537869,8337788,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431878,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-26T01:56:00Z,1,K5175-124,patient,Homo sapiens,ERP123398
ERR13060143,AMPLICON,266,12697090,PRJEB39834,SAMEA115537875,9369597,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431884,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T07:17:00Z,1,K5175-130,patient,Homo sapiens,ERP123398
ERR13059998,AMPLICON,263,14200259,PRJEB39834,SAMEA115537730,11067023,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431739,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:42:00Z,1,K4383-114,patient,Homo sapiens,ERP123398
ERR13060005,AMPLICON,258,43724079,PRJEB39834,SAMEA115537737,31594708,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431746,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T07:11:00Z,1,K4383-63,patient,Homo sapiens,ERP123398
ERR13060009,AMPLICON,211,31145215,PRJEB39834,SAMEA115537741,23644657,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431750,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T07:12:00Z,1,K4383-75,donor,Homo sapiens,ERP123398
ERR13060019,AMPLICON,271,10512822,PRJEB39834,SAMEA115537751,7550477,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431760,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-25T01:43:00Z,1,K1836-22,patient,Homo sapiens,ERP123398
ERR13060031,AMPLICON,253,11179180,PRJEB39834,SAMEA115537763,8337165,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431772,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T19:43:00Z,1,K1836-93,patient,Homo sapiens,ERP123398
ERR13060127,AMPLICON,263,28300614,PRJEB39834,SAMEA115537859,20331024,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431868,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T14:22:00Z,1,K9403-66,patient,Homo sapiens,ERP123398
ERR13060128,AMPLICON,260,39360837,PRJEB39834,SAMEA115537860,28285347,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431869,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T12:50:00Z,1,K9403-67,patient,Homo sapiens,ERP123398
ERR13060129,AMPLICON,242,46080911,PRJEB39834,SAMEA115537861,33313590,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431870,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T09:17:00Z,1,K9403-68,patient,Homo sapiens,ERP123398
ERR13060132,AMPLICON,276,22116933,PRJEB39834,SAMEA115537864,17448515,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431873,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T09:23:00Z,1,K9403-78,patient,Homo sapiens,ERP123398
ERR13060134,AMPLICON,277,18683725,PRJEB39834,SAMEA115537866,14653758,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431875,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-24T16:23:00Z,1,K9403-84,patient,Homo sapiens,ERP123398
