Title,Abstract
[Fecal microbiota transplantation for refractory Clostridioides difficile       infection with Crohn's disease in an allogeneic bone marrow transplant       recipient].,"We report a case of a 15-year-old girl who developed refractory Clostridioides       difficile infection (CDI) after allogeneic bone marrow transplantation (BMT). She       was treated successfully with fecal microbiota transplantation (FMT). The patient       who had aplastic anemia underwent allogeneic BMT from an HLA 1-locus-mismatched       unrelated donor. Four months later, she developed gastrointestinal       graft-versus-host disease (GVHD), and immunosuppressive treatment improved the       GVHD. However, she developed CDI 5 months after BMT and experienced recurrence       after that. Fifteen months after transplant, CDI relapsed despite discontinuation       of immunosuppressive treatment; thus, she underwent FMT. Colonoscopy at the time       of FMT revealed round aphthae, mainly in the ileocecum, and colonic biopsy       revealed inflammatory cell infiltration and noncaseating epithelioid granuloma,       which fulfilled the diagnostic criteria for Crohn's disease. Following FMT for       CDI, she was treated with enteric budesonide and intravenous methotrexate for       Crohn's disease. These interventions resulted in a marked improvement in both CDI       and Crohn's disease. Twenty-eight months after FMT, both CDI and Crohn's disease       remained in remission with oral mesalamine monotherapy."
[Fecal microbiota transplantation for refractory Clostridioides difficile infection with Crohn's disease in an allogeneic bone marrow transplant recipient].,
Anaerobic Antibiotics and the Risk of Graft-versus-Host Disease after Allogeneic Hematopoietic Stem Cell Transplantation.,"Certain anaerobic bacteria are important for maintenance of gut barrier integrity and immune tolerance and may influence the risk of graft-versus-host disease (GVHD) after allogeneic hematopoietic stem cell transplantation (HSCT). We conducted a single-center retrospective cohort study of allogeneic HSCT recipients to evaluate associations between receipt of antibiotics with an anaerobic spectrum of activity and GVHD outcomes. We identified 1214 children and adults who developed febrile neutropenia between 7 days before and 28 days after HSCT and compared GVHD risk and mortality among patients who received anaerobic antibiotics (piperacillin-tazobactam or carbapenems; n = 491) to patients who received only antibiotics with minimal activity against anaerobes (aztreonam, cefepime, or ceftazidime; n = 723). We performed metagenomic sequencing of serial fecal samples from 36 pediatric patients to compare the effects of specific antibiotics on the gut metagenome. Receipt of anaerobic antibiotics was associated with higher hazards of acute gut/liver GVHD (hazard ratio [HR], 1.26; 95% confidence interval [CI], 1.03 to 1.54) and acute GVHD mortality (HR, 1.63; 95% CI, 1.08 to 2.46), but not chronic GVHD diagnosis (HR, 1.04; 95% CI: .84 to 1.28) or chronic GVHD mortality (HR, .88; 95% CI, .53 to 1.45). Anaerobic antibiotics resulted in decreased gut bacterial diversity, reduced abundances of Bifidobacteriales and Clostridiales, and loss of bacterial genes encoding butyrate biosynthesis enzymes from the gut metagenome. Acute gut/liver GVHD was preceded by a sharp decline in bacterial butyrate biosynthesis genes with antibiotic treatment. Our findings demonstrate that exposure to anaerobic antibiotics is associated with increased risks of acute gut/liver GVHD and acute GVHD mortality after allogeneic HSCT. Use of piperacillin-tazobactam or carbapenems should be reserved for febrile neutropenia cases in which anaerobic or multidrug-resistant infections are suspected."
The effects of intestinal tract bacterial diversity on mortality following allogeneic hematopoietic stem cell transplantation," Highly diverse bacterial populations inhabit the gastrointestinal tract and modulate host inflammation and promote immune tolerance. In allogeneic hematopoietic stem cell transplantation (allo-HSCT), the gastrointestinal mucosa is damaged, and colonizing bacteria are impacted, leading to an impaired intestinal microbiota with reduced diversity. We examined the impact of intestinal diversity on subsequent mortality outcomes following transplantation. Fecal specimens were collected from 80 recipients of allo-HSCT at the time of stem cell engraftment. Bacterial 16S rRNA gene sequences were characterized, and microbial diversity was estimated using the inverse Simpson index. Subjects were classified into high, intermediate, and low diversity groups and assessed for differences in outcomes. Mortality outcomes were significantly worse in patients with lower intestinal diversity; overall survival at 3 years was 36%, 60%, and 67% for low, intermediate, and high diversity groups, respectively (P = .019, log-rank test). Low diversity showed a strong effect on mortality after multivariate adjustment for other clinical predictors (transplant related mortality: adjusted hazard ratio, 5.25; P = .014). In conclusion, the diversity of the intestinal microbiota at engraftment is an independent predictor of mortality in allo-HSCT recipients. These results indicate that the intestinal microbiota may be an important factor in the success or failure in allo-HSCT."
Reconstitution of the gut microbiota of antibiotic-treated patients by autologous fecal microbiota transplant,"Antibiotic treatment can deplete the commensal bacteria of a patient’s gut microbiota and, paradoxically, increase their risk of subsequent infections. In allogeneic hematopoietic stem cell transplantation (allo-HSCT), antibiotic administration is essential for optimal clinical outcomes but significantly disrupts intestinal microbiota diversity, leading to loss of many beneficial microbes. Although gut microbiota diversity loss during allo-HSCT is associated with increased mortality, approaches to reestablish depleted commensal bacteria have yet to be developed. We have initiated a randomized, controlled clinical trial of autologous fecal microbiota transplantation (auto-FMT) versus no intervention and have analyzed the intestinal microbiota profiles of 25 allo-HSCT patients (14 who received auto-FMT treatment and 11 control patients who did not). Changes in gut microbiota diversity and composition revealed that the auto-FMT intervention boosted microbial diversity and reestablished the intestinal microbiota composition that the patient had before antibiotic treatment and allo-HSCT. These results demonstrate the potential for fecal sample banking and posttreatment remediation of a patient’s gut microbiota after microbiota-depleting antibiotic treatment during allo-HSCT."
Intestinal Domination and the Risk of Bacteremia in Patients Undergoing Allogeneic Hematopoietic Stem Cell Transplantation,"Background . Bacteremia is a frequent complication of allogeneic hematopoietic stem cell transplantation (allo-HSCT). It is unclear whether changes in the intestinal microbiota during allo-HSCT contribute to the development of bacteremia. We examined the microbiota of patients undergoing allo-HSCT, and correlated microbial shifts with the risk of bacteremia. Methods . Fecal specimens were collected longitudinally from 94 patients undergoing allo-HSCT, from before transplant until 35 days after transplant. The intestinal microbiota was characterized by 454 pyrosequencing of the V1-V3 region of bacterial 16S ribosomal RNA genes. Microbial diversity was estimated by grouping sequences into operational taxonomic units and calculating the Shannon diversity index. Phylogenetic classification was obtained using the Ribosomal Database Project classifier. Associations of the microbiota with clinical predictors and outcomes were evaluated. Results . During allo-HSCT, patients developed reduced diversity, with marked shifts in bacterial populations inhabiting the gut. Intestinal domination, defined as occupation of at least 30% of the microbiota by a single predominating bacterial taxon, occurred frequently. Commonly encountered dominating organisms included Enterococcus, Streptococcus, and various Proteobacteria. Enterococcal domination was increased 3-fold by metronidazole administration, whereas domination by Proteobacteria was reduced 10-fold by fluoroquinolone administration. As a predictor of outcomes, enterococcal domination increased the risk of Vancomycin-resistant Enterococcus bacteremia 9-fold, and proteobacterial domination increased the risk of gram-negative rod bacteremia 5-fold. Conclusions . During allo-HSCT, the diversity and stability of the intestinal flora are disrupted, resulting in domination by bacteria associated with subsequent bacteremia. Assessment of fecal microbiota identifies patients at highest risk for bloodstream infection during allo-HCST."
Role of intestinal microbiota in transplantation outcomes.,"While allogeneic hematopoietic stem cell transplantations have a curative       potential, infections and graft-versus-host disease remain significant problems.       The intestinal microbiota can influence responses to cancer chemotherapy and the       role of the microbiota in affecting allogeneic hematopoietic stem cell       transplantation outcomes is increasingly appreciated. The following paper       discusses the most recent developments in this area."
Acute Graft-versus-Host Disease: Novel Biological Insights.,"Graft-versus-host disease (GVHD) continues to be a leading cause of morbidity and       mortality after allogeneic hematopoietic stem cell transplantation. Recent       insights into intestinal homeostasis and uncovering of new pathways and targets       have greatly reconciled our understanding of GVHD pathophysiology and will       reshape contemporary GVHD prophylaxis and treatment. Gastrointestinal (GI) GVHD       is the major cause of mortality. Emerging data indicate that intestinal stem       cells (ISCs) and their niche Paneth cells are targeted, resulting in       dysregulation of the intestinal homeostasis and microbial ecology. The microbiota       and their metabolites shape the immune system and intestinal homeostasis, and       they may alter host susceptibility to GVHD. Protection of the ISC niche system       and modification of the intestinal microbiota and metabolome to restore       intestinal homeostasis may, thus, represent a novel approach to modulate GVHD and       infection. Damage to the intestine plays a central role in amplifying systemic       GVHD by propagating a proinflammatory cytokine milieu. Molecular targeting to       inhibit kinase signaling may be a promising approach to treat GVHD, ideally via       targeting the redundant effect of multiple cytokines on immune cells and       enterocytes. In this review, we discuss insights on the biology of GI GVHD,       interaction of microflora and metabolome with the hosts, identification of       potential new target organs, and identification and targeting of novel       T cell-signaling pathways. Better understanding of GVHD biology will, thus, pave       a way to develop novel treatment strategies with great clinical benefits."
Resolution of acute intestinal graft-versus-host disease.,"Allogeneic transplantation of hematopoietic stem cells (allo-HCT) represents an       increasingly employed therapeutic approach to potentially cure patients suffering       from life-threatening malignant and autoimmune disorders. Despite its lifesaving       potential, immune-mediated allo-reactivity inherent to the allogeneic       transplantation can be observed within up to 50% of all allo-HCT patients       regularly resulting in the manifestation of acute and/or chronic       graft-versus-host disease (GvHD). Mechanistically, especially donor T cells are       assumed to chiefly drive inflammation that can occur in virtually all organs,       with the skin, liver, and gut representing as the most frequently affected       anatomic sites. Especially in the presence of intestinal manifestations of GvHD,       the risk that the disease takes a life-threatening, potentially fatal course is       significantly increased. In the light of a rapid gain of knowledge in respect to       decode innate and adaptive immunity related mechanisms as, e.g., cytokine       networks, intracellular signaling pathways or environmental triggers as, e.g.,       the intestinal microbiota and the development of novel therapeutic approaches,       detailed insight into endogenous mechanisms seeking to counterbalance the       proinflammatory machinery or to proactively foster signals promoting the       resolution of allo-driven intestinal inflammation is emerging. Here, we seek to       highlight the key aspects of those mechanisms involved in and contributing to the       resolution of GvHD-associated intestinal inflammation. Concomitantly, we would       like to briefly outline and discuss promising future experimental targets       suitable to be therapeutically employed to directionally deflect the tissue       response from a proinflammatory to an inflammation-resolving type of intestinal       GvHD after allo-HCT."
Interventional antibiotic treatment replacing antibiotic prophylaxis during       allogeneic hematopoietic stem cell transplantation is safe and leads to a       reduction of antibiotic administration.,"Patients undergoing allogeneic hematopoietic stem cell transplantation (alloHSCT)       face an elevated risk of infection-related mortality, particularly during the       pre-engraftment period. Although systemic antibiotic prophylaxis (SAP) is       commonly employed during neutropenia, it is linked to disruptions in the       intestinal microbiome, increasing the risk of graft-versus-host disease (GVHD),       Clostridium difficile infection (CDI), and colonization with multi-drug resistant       (MDR) bacteria. In our retrospective analysis, we evaluated the safety and       efficacy of an exclusively interventional antibiotic treatment (IAT) compared to       SAP in adult alloHSCT patients. In comparison to SAP, IAT resulted in a       significantly reduced duration of antibiotic therapy (24 vs. 18 days, p < 0.001),       although the cumulative incidence (CI) of bloodstream infections (BSI) by       day + 100 post-HSCT was significantly higher in the IAT group compared to SAP       (40% vs. 13%, p < 0.001). However, this did not lead to a significant increase in       ICU transfers (13% vs. 6%, p = ns) or a higher CI of non-relapse mortality (NRM)       at 3 years (11% vs. 10%, p = ns). With a median follow-up of 1052 days, the       3-year overall survival (OS) rates were 69% and 66% for the SAP and IAT cohorts,       respectively (p = ns). The CI of acute GVHD grade II-IV (30% vs. 39%) at 100 days       or chronic GVHD of any grade (50% vs. 45%) at 3 years did not differ       significantly between the SAP and IAT groups. There was a tendency towards a       higher CI of severe chronic GVHD in the SAP cohort (28% vs. 13%, p = 0.08). Our       single center experience in conducting alloHSCT without antibiotic prophylaxis       but with stringent guidelines for prompt antibiotic intervention demonstrated no       disadvantages in terms of OS and NRM. IAT led to significantly reduced       consumption of cefotaxime, carbapenem, and glycopeptide antibiotics. In       conclusion, our findings suggest that replacing SAP with the proposed IAT       procedure is both safe and feasible."
Host NLRP6 exacerbates graft-versus-host disease independent of gut microbial       composition.,"Host NOD-like receptor family pyrin domain-containing 6 (NLRP6) regulates innate       immune responses and gastrointestinal homeostasis. Its protective role in       intestinal colitis and tumorigenesis is dependent on the host microbiome. Host       innate immunity and microbial diversity also play a role in the severity of       allogeneic immune-mediated gastrointestinal graft-versus-host disease (GVHD), the       principal toxicity after allogeneic haematopoietic cell transplantation. Here, we       examined the role of host NLRP6 in multiple murine models of allogeneic bone       marrow transplantation. In contrast to its role in intestinal colitis, host NLRP6       aggravated gastrointestinal GVHD. The impact of host NLRP6 deficiency in       mitigating GVHD was observed regardless of co-housing, antibiotic treatment or       colonizing littermate germ-free wild-type and NLRP6-deficient hosts with faecal       microbial transplantation from specific pathogen-free wild-type and Nlrp6(-/-)       animals. Chimaera studies were performed to assess the role of NLRP6 expression       on host haematopoietic and non-haematopoietic cells. The allogeneic       [B6Ly5.2 → Nlrp6(-/-)] animals demonstrated significantly improved survival       compared to the allogeneic [B6Ly5.2 → B6] animals, but did not alter the       therapeutic graft-versus-tumour effects after haematopoietic cell       transplantation. Our results unveil an unexpected, pathogenic role for host NLRP6       in gastrointestinal GVHD that is independent of variations in the intestinal       microbiome and in contrast to its well-appreciated microbiome-dependent       protective role in intestinal colitis and tumorigenesis."
"Fungal colonization and invasive fungal infections following allogeneic BMT using       metronidazole, ciprofloxacin and fluconazole or ciprofloxacin and fluconazole as       intestinal decontamination.","Invasive fungal infections (IFI) are increasingly diagnosed in patients       undergoing allogeneic BMT. We have previously shown that the addition of       metronidazole to ciprofloxacin for gastrointestinal bacterial decontamination       significantly reduces the incidence of grades II-IV aGVHD by reduction of the       anaerobic intestinal bacterial flora. Here, we found that the combined use of       ciprofloxacin, metronidazole and fluconazole as antifungal prophylaxis increased       intestinal yeast colonization when compared to ciprofloxacin and fluconazole       alone (P < 0.01). Based on the EORTC criteria, a total of 18 out of 134 study       patients developed IFI: seven of 68 (10%) patients who received metronidazole       compared to 11 of the 66 (17%) patients decontaminated without metronidazole       developed IFI (log-rank P = 0.36). Lethal IFI occurred in two of seven patients       receiving metronidazole and in four of 11 patients without anaerobic       decontamination. In conclusion, bacterial intestinal decontamination using       metronidazole as an antibiotic with activity against most anaerobic intestinal       bacteria significantly increases the intestinal yeast burden without influencing       the incidence of IFI in patients undergoing allogeneic BMT."
Role of Toll-Like Receptor Signaling in the Pathogenesis of Graft-versus-Host       Diseases.,"Graft-versus-host disease (GVHD) and infection are major complications after       allogeneic hematopoietic stem cell transplantation (allo-HSCT) and the leading       causes of morbidity and mortality in HSCT patients. Recent work has demonstrated       that the two complications are interdependent. GVHD occurs when allo-reactive       donor T lymphocytes are activated by major histocompatibility antigens or minor       histocompatibility antigens on host antigen-presenting cells (APCs), with the       eventual attack of recipient tissues or organs. Activation of APCs is important       for the priming of GVHD and is mediated by innate immune signaling pathways.       Current evidence indicates that intestinal microbes and innate       pattern-recognition receptors (PRRs) on host APCs, including both Toll-like       receptors (TLRs) and nucleotide oligomerization domain (NOD)-like receptors       (NLRs), are involved in the pathogenesis of GVHD. Patients undergoing       chemotherapy and/or total body irradiation before allo-HSCT are susceptible to       aggravated gastrointestinal epithelial cell damage and the subsequent       translocation of bacterial components, followed by the release of endogenous       dangerous molecules, termed pathogen-associated molecular patterns (PAMPs), which       then activate the PRRs on host APCs to trigger local or systemic inflammatory       responses that modulate T cell allo-reactivity against host tissues, which is       equivalent to GVHD. In other words, infection can, to some extent, accelerate the       progression of GVHD. Therefore, the intestinal flora's PAMPs can interact with       TLRs to activate and mature APCs, subsequently activate donor T cells with the       release of pro-inflammatory cytokines, and eventually, induce GVHD. In the       present article, we summarize the current perspectives on the understanding of       different TLR signaling pathways and their involvement in the occurrence of GVHD."
Intestinal Microbiota Containing Barnesiella Species Cures Vancomycin-Resistant Enterococcus faecium Colonization,"Bacteria causing infections in hospitalized patients are increasingly antibiotic resistant. Classical infection control practices are only partially effective at preventing spread of antibiotic-resistant bacteria within hospitals. Because the density of intestinal colonization by the highly antibiotic-resistant bacterium vancomycin-resistant Enterococcus (VRE) can exceed 109 organisms per gram of feces, even optimally implemented hygiene protocols often fail. Decreasing the density of intestinal colonization, therefore, represents an important approach to limit VRE transmission. We demonstrate that reintroduction of a diverse intestinal microbiota to densely VRE-colonized mice eliminates VRE from the intestinal tract. While oxygen-tolerant members of the microbiota are ineffective at eliminating VRE, administration of obligate anaerobic commensal bacteria to mice results in a billionfold reduction in the density of intestinal VRE colonization. 16S rRNA gene sequence analysis of intestinal bacterial populations isolated from mice that cleared VRE following microbiota reconstitution revealed that recolonization with a microbiota that contains Barnesiella correlates with VRE elimination. Characterization of the fecal microbiota of patients undergoing allogeneic hematopoietic stem cell transplantation demonstrated that intestinal colonization with Barnesiella confers resistance to intestinal domination and bloodstream infection with VRE. Our studies indicate that obligate anaerobic bacteria belonging to the Barnesiella genus enable clearance of intestinal VRE colonization and may provide novel approaches to prevent the spread of highly antibiotic-resistant bacteria."
Vancomycin-resistant Enterococcus domination of intestinal microbiota is enabled by antibiotic treatment in mice and precedes bloodstream invasion in humans,"Bloodstream infection by highly antibiotic-resistant bacteria, such as vancomycin-resistant Enterococcus (VRE), is a growing clinical problem that increasingly defies medical intervention. Identifying patients at high risk for bacterial sepsis remains an important clinical challenge. Recent studies have shown that antibiotics can alter microbial diversity in the intestine. Here, we characterized these effects using 16s rDNA pyrosequencing and demonstrated that antibiotic treatment of mice enabled exogenously administered VRE to efficiently and nearly completely displace the normal microbiota of the small and large intestine. In the clinical setting, we found that intestinal domination by VRE preceded bloodstream infection in patients undergoing allogeneic hematopoietic stem cell transplantation. Our results demonstrate that antibiotics perturb the normal commensal microbiota and set the stage for intestinal domination by bacteria associated with hospital-acquired infections. Thus, high-throughput DNA sequencing of the intestinal microbiota could identify patients at high risk of developing bacterial sepsis."
Editorial: Novel and Improved Methods for the Prevention and Treatment of       Graft-Versus-Host Disease (GVHD).,
Azithromycin promotes relapse by disrupting immune and metabolic networks after allogeneic stem cell transplantation," Administration of azithromycin after allogeneic hematopoietic stem cell transplantation for hematologic malignancies has been associated with relapse in a randomized phase 3 controlled clinical trial. Studying 240 samples from patients randomized in this trial is a unique opportunity to better understand the mechanisms underlying relapse, the first cause of mortality after transplantation. We used multi-omics on patients’ samples to decipher immune alterations associated with azithromycin intake and post-transplantation relapsed malignancies. Azithromycin was associated with a network of altered energy metabolism pathways and immune subsets, including T cells biased toward immunomodulatory and exhausted profiles. In vitro, azithromycin exposure inhibited T-cell cytotoxicity against tumor cells and impaired T-cell metabolism through glycolysis inhibition, down-regulation of mitochondrial genes, and up-regulation of immunomodulatory genes, notably SOCS1. These results highlight that azithromycin directly affects immune cells that favor relapse, which raises caution about long-term use of azithromycin treatment in patients at high risk of malignancies. The ALLOZITHRO trial was registered at www.clinicaltrials.gov as #NCT01959100."
[Intestinal microbiota-predictor of mortality after stem cell transplantation].,
Role of the mycobiome in human acute graft-versus-host disease.,"A role for gut bacteria in the pathogenesis of graft-versus-host disease (GVHD)       has been firmly established; however, the role of Candida spp, which form part of       the mycobiome, remains unknown. In a homogenous group of patients who underwent       allogeneic stem cell transplantation (SCT), we found a significant impact of       Candida colonization on the occurrence of acute GVHD. Patients colonized with       Candida spp developed significantly more grade II-IV acute GVHD compared with       noncolonized patients (50% vs 32%; P = .03), as well as more gastrointestinal       (GI)-GVHD (33% vs 19%; P = .05). Colonization with Candida spp was more frequent       in patients bearing the loss-of-function polymorphism Y238X, which results in       dectin-1 dysfunction, compared with patients with the wild-type allele (73% vs       31%; P = .002). There was no direct effect of dectin-1 dysfunction on acute GVHD,       although it did influence the occurrence of GVHD indirectly through Candida       colonization. The exact mechanism of GVHD induction by Candida spp colonization       of the mucosa is unknown, but the link might prove to be the induction of Th       17/IL-23 responses through activation of pattern recognition receptors by fungal       motifs, including β-d-glucan and mannans. These data indicate a role for the       mycobiome in the pathogenesis of GVHD and suggest that altering the mycobiome by       antifungal drugs can help ameliorate GI-GVHD. In addition, given that the genetic       constitution of patients affects susceptibility to both Candida colonization and       GVHD, whether identifying gene polymorphisms will facilitate personalized       treatment of SCT recipients remains to be determined."
Complete suppression of the gut microbiome prevents acute graft-versus-host       disease following allogeneic bone marrow transplantation.,"The hypothesis that elimination of facultative and strict anaerobic       microorganisms from the gastro-intestinal tract by antimicrobial drugs in the       period of time around allogeneic bone marrow transplantation (BMT) prevents acute       graft-versus-host disease (GVHD), was examined in a cohort of 112 children       grafted between 1989 and 2002 for hematological malignancies. All patients       received T-cell replete marrow from human leukocyte antigens (HLA) matched       sibling donors under identical transplantation conditions. To eliminate       microorganisms from the gastro-intestinal tract, total gastro-intestinal       decontamination (GID) was applied by high doses of non-absorbable antimicrobial       drugs while the graft recipient was maintained in strict protective isolation.       About half of the children (51%) proved to be successfully decontaminated, and       about half (49%) unsuccessfully. One recipient got acute GVHD in the first group       and 8 in the second group (p = 0.013). The degree of success of total GID was       decisive for the occurrence of acute GVHD, irrespective of the presence of other       risk factors such as higher age of recipient and/or donor, female donor for male       recipient and carriership or reactivation of herpesviruses. Our results       demonstrate that successful total GID of the graft recipient prevents moderate to       severe acute GVHD. We suppose that substantial translocation of gastro-intestinal       microorganisms or parts of these, functioning as microbial-associated molecular       patterns (MAMP's), triggering macrophages/dendritic cells via pattern recognizing       receptors (PRR's) is prohibited. As a consequence the initiation and progression       of an inflammatory process leading to acute GVHD is inhibited."
Prevention of infection and graft-versus-host disease by suppression of       intestinal microflora in children treated with allogeneic bone marrow       transplantation.,"The effect of suppression with antimicrobial agents of the intestinal microflora       of paediatric bone marrow graft recipients on severe bacterial and fungal       infections and on moderate to severe acute graft-versus-host disease was studied       retrospectively. Data on 65 cases of bone marrow transplantation for either       severe bone marrow failure or leukaemia, performed in a strict protective       environment with either complete or selective gastrointestinal decontamination,       were evaluated. All bone marrow grafts were from HLA-identical siblings and were       not depleted of T-lymphocytes. Twenty percent of the recipients had one or more       episodes of septicaemia during the granulocytopenic period after transplantation,       mostly due to gram-positive bacteria. Only five children died due to infection,       in each case caused by a microorganism originating from the endogenous flora.       Complete gastrointestinal decontamination was superior to selective       gastrointestinal decontamination in preventing infectious complications (p less       than 0.001). The same was the case for the prevention of acute graft-versus-host       disease of grade II or higher, which was observed in 7 of 40 (17.5%) completely       decontaminated children versus 9 of 18 (50%) selectively decontaminated children       evaluable for graft-versus-host disease (p less than 0.01). It is concluded that       complete gastrointestinal decontamination in a strict protective environment is a       feasible and very effective method for preventing severe infections and acute       graft-versus-host disease after allogeneic bone marrow transplantation in       children and adolescents; it resulted in a low transplantation-related mortality       of 26% and a good quality of survival in 69% of the graft recipients."
The association of intestinal microbiota diversity and outcomes of allogeneic hematopoietic cell transplantation: a systematic review and meta-analysis,"Growing evidence suggests that highly intestinal microbiota diversity modulates host inflammation and promotes immune tolerance. Several studies have reported that patients undergoing allo-HSCT have experienced microbiota disruption that is characterized by expansion of potentially pathogenic bacteria and loss of microbiota diversity. Thus, the primary aim of this meta-analysis was to determine the association of intestinal microbiota diversity and outcomes after allo-HSCT, and the secondary aim was to analyze the associations of some specific microbiota abundances with the outcomes of allo-HSCT. Electronic databases of Pubmed, Embase, Web of Science, and Cochrane Library were searched from inception to August 2023, and 17 studies were found eligible. The pooled estimate suggested that higher intestinal microbiota diversity was significantly associated with overall survival (OS) benefit (HR = 0.66, 95% CI: 0.55–0.78), as well as decreased risk of transplant-related mortality (HR = 0.56, 95% CI: 0.41–0.76), and lower incidence of grade II-IV aGVHD (HR = 0.41, 95% CI: 0.27–0.63). Furthermore, higher abundance of Clostridiales was associated with a superior OS (HR = 0.40, 95% CI: 0.18–0.87), while higher abundance of Enterococcus (HR = 2.03, 95% CI: 1.55–2.65), γ-proteobacteria (HR = 2.82, 95% CI: 1.53–5.20), and Candida (HR = 3.80, 95% CI: 1.32–10.94) was an adverse prognostic factor for OS. Overall, this meta-analysis highlights the protective role of higher intestinal microbiota diversity on outcomes after allo-HSCT during both pre-transplant and post-transplant periods. Some specific microbiota can be useful in the identification of patients at risk of mortality, offering new tools for individualized pre-emptive or therapeutic strategies to improve allo-HSCT outcomes."
Gut microbiota and allogeneic transplantation.,"The latest high-throughput sequencing technologies show that there are more than       1000 types of microbiota in the human gut. These microbes are not only important       to maintain human health, but also closely related to the occurrence and       development of various diseases. With the development of transplantation       technologies, allogeneic transplantation has become an effective therapy for a       variety of end-stage diseases. However, complications after transplantation still       restrict its further development. Post-transplantation complications are closely       associated with a host's immune system. There is also an interaction between a       person's gut microbiota and immune system. Recently, animal and human studies       have shown that gut microbial populations and diversity are altered after       allogeneic transplantations, such as liver transplantation (LT), small bowel       transplantation (SBT), kidney transplantation (KT) and hematopoietic stem cell       transplantation (HTCT). Moreover, when complications, such as infection,       rejection and graft versus host disease (GVHD) occur, gut microbial populations       and diversity present a significant dysbiosis. Several animal and clinical       studies have demonstrated that taking probiotics and prebiotics can effectively       regulate gut microbiota and reduce the incidence of complications after       transplantation. However, the role of intestinal decontamination in allogeneic       transplantation is controversial. This paper reviews gut microbial status after       transplantation and its relationship with complications. The role of       intervention methods, including antibiotics, probiotics and prebiotics, in       complications after transplantation are also discussed. Further research in this       new field needs to determine the definite relationship between gut microbial       dysbiosis and complications after transplantation. Additionally, further research       examining gut microbial intervention methods to ameliorate complications after       transplantation is warranted. A better understanding of the relationship between       gut microbiota and complications after allogeneic transplantation may make gut       microbiota as a therapeutic target in the future."
Targeting hypoxia-inducible factor 1α in chronic graft-versus-host disease to       enhance graft-versus-leukemia responses: implications for nanotherapeutics.,"Chronic graft-versus-host disease (cGVHD), a severe complication of allogeneic       hematopoietic stem cell transplantation (allo-HSCT), arises from donor immune       cell-mediated tissue damage, chronic inflammation, and fibrosis. Current       therapies fail to adequately address fibrotic progression and heighten infection       risks, underscoring the need for targeted strategies. Hypoxia-inducible factor-1α       (HIF-1α), a pivotal regulator, emerges as a potential therapeutic target by       orchestrating immunometabolic homeostasis, suppressing fibrosis, preserving gut       microbiota balance, and retaining graft-versus-leukemia (GVL) effects. However,       clinical translation necessitates overcoming challenges in tissue specificity and       off-target effects. Smart nanodelivery systems hold promise for enhancing       precision to enable localized HIF-1α pathway modulation. This review highlights       the multidimensional roles of HIF-1α in cGVHD pathogenesis and proposes       nanotherapeutic approaches to reconcile immunofibrotic imbalances, advancing a       paradigm shift in cGVHD management while preserving GVL efficacy."
[Fecal microbiota transplantation for patients with refractory diarrhea after       allogeneic hematopoietic stem cell transplantation].,"Objective: To explore the availability and safety of fecal microbiota       transplantation for patients with refractory diarrhea after allogeneic       hematopoietic stem cell transplantation (allo-HSCT) . Methods: Four acute       leukemia patients suffered from refractory diarrhea after allo-HSCT. One of them       was refractory intestinal infection, the others were intestinal graft versus host       disease. One or two doses of fecal microbiota, 3.4-6.0 U for one dose, were       infused via nasal-jejunal tube. The curative effect and side effects were       reviewed. Results: Three cases achieved complete remission while 1 was stable       disease. The side effects included fever, abdominal pain and diarrhea, which all       were Ⅰ grade. Conclusion: Fecal microbiota transplantation was effective and safe       for refractory diarrhea after allo-HSCT."
[Fecal microbiota transplantation for patients with refractory diarrhea after allogeneic hematopoietic stem cell transplantation].,
