Title,Abstract
Bacteroides ovatus alleviates dysbiotic microbiota-induced graft-versus-host       disease.,"Acute lower gastrointestinal GVHD (aLGI-GVHD) is a serious complication of       allogeneic hematopoietic stem cell transplantation. Although the intestinal       microbiota is associated with the incidence of aLGI-GVHD, how the intestinal       microbiota impacts treatment responses in aLGI-GVHD has not been thoroughly       studied. In a cohort of patients with aLGI-GVHD (n = 37), we found that       non-response to standard therapy with corticosteroids was associated with prior       treatment with carbapenem antibiotics and a disrupted fecal microbiome       characterized by reduced abundances of Bacteroides ovatus. In a murine GVHD model       aggravated by carbapenem antibiotics, introducing B. ovatus reduced GVHD severity       and improved survival. These beneficial effects of Bacteroides ovatus were linked       to its ability to metabolize dietary polysaccharides into monosaccharides, which       suppressed the mucus-degrading capabilities of colonic mucus degraders such as       Bacteroides thetaiotaomicron and Akkermansia muciniphila, thus reducing       GVHD-related mortality. Collectively, these findings reveal the importance of       microbiota in aLGI-GVHD and therapeutic potential of B. ovatus."
[Disruption of gut immune system caused by damage of intestinal stem cells and       their niche in graft-versus-host disease after allogeneic hematopoietic stem cell       transplantation.].,"Allogeneic hematopoietic stem cell transplantation(allo-SCT)is curative therapy       for various hematological diseases. Graft-versus-host disease(GVHD)and infection       remain the main problems in allo-SCT. Gastrointestinal tract is targeted by GVHD.       In intestinal GVHD, intestinal stem cells and Paneth cells reside at the base of       crypts are damaged by donor T cells. These damage leads to disruption of       intestinal mucosal barrier and intestinal dysbiosis, resulting in more       exaggerated GVHD. Recently, we and others have reported that R-Spondin1 and       interleukin-22 as factors regenerated intestinal tissue homeostasis in murine       model of bone marrow transplantation. It is important to understand biology of       various cells targeted by intestinal GVHD and develop novel methods to protect       them from GVHD damage."
Biomarkers in Graft-Versus-Host Disease: from Prediction and Diagnosis to       Insights into Complex Graft/Host Interactions.,"PURPOSE OF REVIEW: Acute graft versus host disease (aGVHD) is a frequent cause of       treatment-related mortality after allogeneic hematopoietic stem cell       transplantation (alloHCT), with few effective treatment options beyond systemic       steroids. Discovery of biomarkers for aGVHD may provide insight into the       pathophysiology of aGVHD and suggest novel mechanisms for treatment. RECENT       FINDINGS: We highlight biomarkers within innate immune activation,       T-cell-mediated tissue damage, endothelial damage, dysbiosis, and poor wound       healing that can be obtained prior to transplant, in the early transplant period,       or at the onset of aGVHD. aGVHD biomarkers have predictive and prognostic utility       but also suggest novel mechanisms of recipient tissue damage and impaired       regenerative capacity. These mechanisms should be further studied and tested in       therapeutic clinical trials to improve outcomes post-alloHCT."
Dental Biofilm Microbiota Dysbiosis Is Associated With the Risk of Acute       Graft-Versus-Host Disease After Allogeneic Hematopoietic Stem Cell       Transplantation.,"Acute graft-versus-host disease (aGVHD) is one of the major causes of death after       allogeneic hematopoietic stem cell transplantation (allo-HSCT). Recently, aGVHD       onset was linked to intestinal microbiota (IM) dysbiosis. However, other       bacterial-rich gastrointestinal sites, such as the mouth, which hosts several       distinctive microbiotas, may also impact the risk of GVHD. The dental biofilm       microbiota (DBM) is highly diverse and, like the IM, interacts with host cells       and modulates immune homeostasis. We characterized changes in the DBM of patients       during allo-HSCT and evaluated whether the DBM could be associated with the risk       of aGVHD. DBM dysbiosis during allo-HSCT was marked by a gradual loss of       bacterial diversity and changes in DBM genera composition, with commensal genera       reductions and potentially pathogenic bacteria overgrowths. High Streptococcus       and high Corynebacterium relative abundance at preconditioning were associated       with a higher risk of aGVHD (67% vs. 33%; HR = 2.89, P = 0.04 and 73% vs. 37%; HR       = 2.74, P = 0.04, respectively), while high Veillonella relative abundance was       associated with a lower risk of aGVHD (27% vs. 73%; HR = 0.24, P < 0.01).       Enterococcus faecalis bloom during allo-HSCT was observed in 17% of allo-HSCT       recipients and was associated with a higher risk of aGVHD (100% vs. 40%; HR =       4.07, P < 0.001) and severe aGVHD (60% vs. 12%; HR = 6.82, P = 0.01). To the best       of our knowledge, this is the first study demonstrating that DBM dysbiosis is       associated with the aGVHD risk after allo-HSCT."
Experimental and clinical gnotobiotics: influence of the microflora on       graft-versus-host disease after allogeneic bone marrow transplantation.,"One of the major complications of allogeneic bone marrow transplantation (BMT) is       graft-versus-host disease (GvHD), which is caused by donor type lymphocytes which       react against the recipient's tissues. An important factor which influences GvHD       is the recipient's gastrointestinal microflora. This was originally observed in       gnotobiotic mice. Infusion of 10(7) H-2 incompatible bone marrow cells into       lethally irradiated (9.0 Gy X-rays) conventional mice results in a late onset       type GvHD which causes the death of the majority of the recipients during the       first two months after BMT. This mortality can be completely prevented if the       recipients are germfree mice, or when they are conventional animals which have       been subjected to complete or selective gastrointestinal decontamination (GID).       In a mouse model, the mechanism responsible for the influence of the microflora       on GvHD after allogeneic BMT was investigated. These studies indicate that GvHD       can be induced by activated T-lymphocytes from donor origin reacting against       bacterial antigens which might be cross-reactive with the recipient's epithelial       tissue antigens. Activation of these T-lymphocytes is confined to antigens of       certain bacterial species of the recipient which are not present in the       indigenous microflora of the donor mice. These bacteria most likely belong to the       anaerobic flora of the recipient. The latter hypothesis is strongly supported by       the observation in human patients that, in contrast to complete GID, selective       decontamination of the gastrointestinal tract did not have any beneficial effect       on moderately severe to severe GvHD after transplantation with MHC-matched       sibling donor bone marrow grafts."
The clinical role of the gut microbiome and fecal microbiota transplantation in allogeneic stem cell transplantation,"Outcomes of allogeneic hematopoietic stem cell transplantation (allo- HSCT) have improved in the recent decade; however, infections and graft-versus-host disease remain two leading complications significantly contributing to early transplant-related mortality. In past years, the human intestinal microbial composition (microbiota) has been found to be associated with various disease states, including cancer, response to cancer immunotherapy and to modulate the gut innate and adaptive immune response. In the setting of allo-HSCT, the intestinal microbiota diversity and composition appear to have an impact on infection risk, mortality and overall survival. Microbial metabolites have been shown to contribute to the health and integrity of intestinal epithelial cells during inflammation, thus mitigating graft-versus-host disease in animal models. While the cause-andeffect relationship between the intestinal microbiota and transplant-associated complications has not yet been fully elucidated, the above findings have already resulted in the implementation of various interventions aiming to restore the intestinal microbiota diversity and composition. Among others, these interventions include the administration of fecal microbiota transplantation. The present review, based on published data, is intended to define the role of the latter approach in the setting of allo-HSCT."
The association between the incidence of intestinal graft-vs-host disease and       antibiotic use after allogeneic hematopoietic stem cell transplantation.,"Intestinal microbiota plays an important role in the regulation of allogeneic       immune reaction after allogeneic hematopoietic stem cell transplantation       (allo-SCT). Intestinal graft-vs-host disease (GVHD) is one of the major causes of       mortality after allo-SCT and often complicated with intestinal dysbiosis. Recent       studies suggest that antibiotic-induced dysbiosis is a risk factor for intestinal       GVHD. We retrospectively evaluated the impacts of antibiotic use on the incidence       of intestinal GVHD occurring before day 100 after allo-SCT. Among 213 patients       who underwent allo-SCT, 200 patients achieving engraftment were analyzed.       Antibiotics were classified into carbapenem, quinolone, penicillin, cephem, and       glycopeptide. Among 128 patients who developed acute GVHD, intestinal GVHD       developed in 36 patients. Patients with intestinal GVHD received significantly       longer administration of carbapenem and glycopeptide compared to those without it       in periengraftment period. In multivariate analysis, use of carbapenem for       greater than 7 days was associated with an increased risk of intestinal GVHD.       However, use of antibiotics for greater than 7 days was not associated with poor       overall survival and high nonrelapse mortality. Long use of carbapenem in       periengraftment period may be a risk for intestinal GVHD. Prospective studies are       required to validate our findings."
Current Concepts and Advances in Graft-Versus-Host Disease Immunology.,"Worldwide, each year over 30,000 patients undergo an allogeneic hema-topoietic       stem cell transplantation with the intent to cure high-risk hematologic       malignancy, immunodeficiency, metabolic disease, or a life-threatening bone       marrow failure syndrome. Despite substantial advances in donor selection and       conditioning regimens and greater availability of allograft sources, transplant       recipients still endure the morbidity and mortality of graft-versus-host disease       (GVHD). Herein, we identify key aspects of acute and chronic GVHD       pathophysiology, including host/donor cell effectors, gut dysbiosis, immune       system and cytokine imbalance, and the interface between inflammation and tissue       fibrosis. In particular, we also summarize the translational application of this       heightened understanding of immune dysregulation in the design of novel therapies       to prevent and treat GVHD."
Prolonged gut microbial alterations in post-transplant survivors of allogeneic       haematopoietic stem cell transplantation.,"Dysbiosis of the gut microbiota has been reported to increase early complications       after allogeneic haematopoietic stem cell transplantation (allo-HSCT). However,       it remains unclear whether gut microbial alterations persist during late       complications, such as chronic graft-versus-host disease (cGVHD) or secondary       cancers. Here, we analysed the gut microbiota of 59 patients who survived for       1-21.7 years (median, 6.4 years) after allo-HSCT. Long-term survivors showed       lower gut microbial diversity than the age- and sex-matched healthy controls.       This decreased diversity was reflected in the reduced abundance of the       butyrate-producing bacteria. Patients with a history of grade 3 acute       graft-versus-host disease (aGVHD) exhibited higher Veillonella abundance than       patients with a history of grade 1-2 or non-aGVHD cases. The abundance of       Faecalibacterium showed no decrease only in limited cGVHD cases. Additionally,       the microbial structure in the secondary cancer group was significantly different       (p < 0.05) from that in the non-secondary cancer group. This study is the first       to show that microbial dysbiosis is present over a 10-year lifetime after       discharge following allo-HSCT. Our results suggest that these prolonged gut       microbial alterations may be associated with the development and exacerbation of       late complications in post-transplant survivors."
Prolonged gut microbial alterations in post-transplant survivors of allogeneic haematopoietic stem cell transplantation,
Distinct Regulatory and Effector T Cell Metabolic Demands during       Graft-Versus-Host Disease.,"Despite graft-versus-host disease (GVHD) prophylactic agents, the success and       wider utilization of allogeneic hematopoietic stem cell transplantation       (allo-HSCT) is limited by GVHD. Increasing donor graft regulatory T cell       (Treg):effector T cell (Teff) ratios can substantially reduce GVHD in cancer       patients, but pre-HSCT conditioning regimens and GVHD create a challenging       inflammatory environment for Treg stability, persistence, and function.       Metabolism plays a crucial role in T cell and Treg differentiation, and       development of effector function. Although glycolysis is a main driver of       allogeneic T cell-driven GVHD, oxidative phosphorylation is a main driver of Treg       suppressor function. This review focuses on recent advances in our understanding       of Treg metabolism in the context of GVHD, and discusses potential therapeutic       applications of Tregs in the prevention or treatment of GVHD in cancer patients."
Metagenomic Analysis of the Stool Microbiome in Patients Receiving Allogeneic Stem Cell Transplantation: Loss of Diversity Is Associated with Use of Systemic Antibiotics and More Pronounced in Gastrointestinal Graft-versus-Host Disease," Next-generation sequencing of the hypervariable V3 region of the 16s rRNA gene isolated from serial stool specimens collected from 31 patients receiving allogeneic stem cell transplantation (SCT) was performed to elucidate variations in the composition of the intestinal microbiome in the course of allogeneic SCT. Metagenomic analysis was complemented by strain-specific enterococcal PCR and indirect assessment of bacterial load by liquid chromatography-tandem mass spectrometry of urinary indoxyl sulfate. At the time of admission, patients showed a predominance of commensal bacteria. After transplantation, a relative shift toward enterococci was observed, which was more pronounced under antibiotic prophylaxis and treatment of neutropenic infections. The shift was particularly prominent in patients that developed subsequently or suffered from active gastrointestinal (GI) graft-versus-host disease (GVHD). The mean proportion of enterococci in post-transplant stool specimens was 21% in patients who did not develop GI GVHD as compared with 46% in those that subsequently developed GI GVHD and 74% at the time of active GVHD. Enterococcal PCR confirmed predominance of Enterococcus faecium or both E. faecium and Enterococcus faecalis in these specimens. As a consequence of the loss of bacterial diversity, mean urinary indoxyl sulfate levels dropped from 42.5 ± 11 μmol/L to 11.8 ± 2.8 μmol/L in all post-transplant samples and to 3.5 ± 3 μmol/L in samples from patients with active GVHD. Our study reveals major microbiome shifts in the course of allogeneic SCT that occur in the period of antibiotic treatment but are more prominent in association with GI GVHD. Our data indicate early microbiome shifts and a loss of diversity of the intestinal microbiome that may affect intestinal inflammation in the setting of allogeneic SCT."
Interplay Between the Intestinal Microbiota and Acute Graft-Versus-Host Disease: Experimental Evidence and Clinical Significance,"Allogeneic hematopoietic stem cell transplantation (allo-HSCT) is a potentially curative therapy for many hematological disorders and autoimmune diseases, but acute graft-versus-host disease (aGVHD) has remained a major obstacle that limits allo-HSCT and exhibits a daunting mortality rate. The gastrointestinal system is among the most common sites affected by aGVHD. Experimental advances in the field of intestinal microbiota research enhanced our understanding - not only of the quantity and diversity of intestinal microbiota - but also their association with homeostasis of the immune system and disease pathogenesis, including that of aGVHD. Meanwhile, ever-growing clinical evidence suggest that the intestinal microbiota is dysregulated in patients who develop aGVHD and that the imbalance may affect clinical outcomes, indicating a potential predictive role for microbiota dysregulation in aGVHD severity and prognosis. The current animal and human studies investigating the intestinal microbiota in aGVHD and the understanding of the influence and management of the microbiota in the clinic are reviewed herein. Taken together, monitoring and remodeling the intestinal microecology following allo-HSCT may provide us with promising avenues for diagnosing, preventing or treating aGVHD in the clinic."
Pharmacomicrobiomics in blood cancers: How the gut microbiome and its metabolites       shape drug efficacy and toxicity.,"Clinical management of hematologic cancers is frequently complicated by marked,       unpredictable inter-patient variation in both therapeutic benefit and adverse       effects. Beyond host genetics, accumulating mechanistic and translational data       implicate the gut microbiota and its small-molecule metabolome as active       modifiers of drug chemistry, host immune tone, and clinical outcomes. In this       review we synthesize three recurring, actionable findings: (1) discrete microbial       enzymes, most prominently bacterial β-glucuronidases, repeatedly re-activate       hepatic drug-glucuronides in the gut and amplify local gastrointestinal toxicity       (e.g., irinotecan and mycophenolate), a pathway successfully targeted in       preclinical and translational studies. (2) loss of anaerobic short-chain fatty       acid production, especially butyrate, is a recurrent, causal mediator of mucosal       injury and aggravated graft-versus-host disease after allogeneic hematopoietic       cell transplantation. (3) reduced gut microbial diversity and the depletion of       key functional taxa predict worse transplant outcomes (including mortality),       arguing that baseline ecosystem state is a prognostic biomarker that merits       routine consideration in trial design. Building on these syntheses, we propose a       compact clinical framework for hematology trials and practice: (A) baseline       ecosystem phenotyping (shotgun metagenome + targeted metabolite panel including       butyrate and measured bacterial β-glucuronidase activity), (B) risk-stratified       interventions (enzyme-targeted inhibitors, defined consortia, or metabolite       replacement for high-risk patients), and (C) embedded holo-omic endpoints to       confirm on-target biochemical modulation and link molecular change to clinical       benefit. Together, these elements move Pharmacomicrobiomics beyond descriptive       cataloging toward mechanistic stratification and testable interventions that can       reduce unexplained variability in drug response and toxicity for patients with       leukemia, lymphoma and myeloma."
