Title,Abstract
Fecal microbiota transplantation in the treatment of intestinal steroid-resistant       graft-versus-host disease: two case reports and a review of the literature.,"Acute graft-versus-host disease (aGvHD) reduces the efficiency and safety of       allogeneic hematopoietic stem cell transplantation (allo-HSCT). In recent years,       attempts have been made to transplant fecal microbiota from healthy donors to       treat intestinal GvHD. This study presented two cases of patients undergoing       allo-HSCT who were later selected for fecal microbiota transplantation (FMT). In       the first patient, FMT resulted in the complete resolution of symptoms, whereas       therapeutic efficacy was not achieved in the second patient. FMT eliminated       drug-resistant pathogens, namely very drug-resistant Enterococcus spp., but not       multidrug-resistant Acinetobacter baumannii or Candida spp. Further research is       needed, particularly on the safety of FMT in patients with intestinal       steroid-resistant GvHD and on the distant impact of transplanted microflora on       the outcomes of allo-HSCT. FMT appears promising for the treatment of patients       with steroid-resistant GvHD."
"Impact of Gut Colonization by Antibiotic-Resistant Bacteria on the Outcomes of       Allogeneic Hematopoietic Stem Cell Transplantation: A Retrospective,       Single-Center Study.","Gut colonization by antibiotic-resistant bacteria may underlie hard-to-treat       systemic infections. There is also accumulating evidence on the immunomodulatory       function of gut microbiota after allogeneic stem cell transplantation (alloSCT)       and its impact on graft-versus-host disease (GVHD). We investigated the       epidemiology and clinical impact of gut colonization after alloSCT and       retrospectively analyzed data on 107 alloSCTs performed at a single transplant       center. Pretransplant microbiology screening identified colonization in 31% of       cases. Colonization had a negative impact on overall survival after alloSCT in       univariate (34% versus 74% at 24 months, P < .001) and multivariate (hazard       ratio, 3.53; 95% confidence interval, 1.71 to 7.28; P < .001) analyses.       Nonrelapse mortality was significantly higher in colonized than in noncolonized       patients (42% versus 11% at 24 months, P = .001). Colonized patients more       frequently experienced bacteremia (48% versus 24%, P = .01), and more deaths were       attributable to infectious causes in the colonized group (42% versus 11% of       patients and 67% versus 29% of deaths, P < .05). We observed a significantly       higher incidence of grades II to IV acute GVHD in colonized than in noncolonized       patients (42% versus 23%, P < .05), especially involving the gastrointestinal       system (33% versus 13.5%, P = .07). In summary, we determined that gut       colonization by antibiotic-resistant bacteria decreases the overall survival of       patients undergoing alloSCT by increasing nonrelapse mortality and the incidences       of systemic infection and acute GVHD."
Circulating microbial cell-free DNA is increased during neutropenia after       hematopoietic stem cell transplantation.,"We used a next-generation sequencing platform to characterize microbial cell-free       DNA (mcfDNA) in plasma samples from patients undergoing allogeneic hematopoietic       stem cell transplantation (allo-HCT). In this observational study, we sought to       characterize plasma mcfDNA in order to explore its potential association with the       immunologic complications of transplantation. We compared serially collected       patient samples with plasma collected from healthy control subjects. We observed       changes in total mcfDNA burden in the plasma after transplantation, which was       most striking during the early posttransplant neutropenic phase. This elevation       could be attributed to a number of specific bacterial taxa, including       Veillonella, Bacteroides, and Prevotella (genus level). For an additional cohort       of patients, we compared the data of mcfDNA from plasma with 16s-ribosomal RNA       sequencing data from stool samples collected at matched time points. In a number       of patients, we confirmed that mcfDNA derived from specific microbial taxa (eg,       Enterococcus) could also be observed in the matched stool sample. Quantification       of mcfDNA may generate novel insights into mechanisms by which the intestinal       microbiome influences systemic cell populations and, thus, has been associated       with outcomes for patients with cancer."
Molecular Biomarkers in Ocular Graft-versus-Host Disease: A Systematic Review.,"Ocular graft-versus-host disease (oGVHD) affects ~50% of post-stem cell       transplant patients and is the only form of GVHD diagnosed without a biopsy. As       it must be distinguished from other dry eye diseases, there is a need to identify       oGVHD biomarkers to improve diagnosis and treatment. We conducted a systematic       review of 19 scholarly articles published from 2018 to 2023 including articles       focused on adult patients diagnosed with oGVHD following allogeneic hematopoietic       stem cell transplant and used biomarkers as the outcome measure. Articles that       were not original investigations or were not published in English were excluded.       These clinical investigations explored different molecular oGVHD biomarkers and       were identified on 3 October 2023 from the Scopus, PubMed, and Embase databases       by using search terms including ocular graft-versus-host disease, biomarkers,       cytokines, proteomics, genomics, immune response, imaging techniques, and       dry-eye-related key terms. The Newcastle-Ottawa scale for case-control studies       was used to assess bias. From the 19 articles included, cytokine, proteomic,       lipid, and leukocyte profiles were studied in tear film, as well as ocular       surface microbiota and fluorescein staining. Our findings suggest that cytokine       profiling is the most studied oGVHD biomarker. Additionally, variations       correlating these biomarkers with disease state may lead to a more targeted       diagnosis and therapeutic approach. Limitations include language bias,       publication bias, and sampling bias, as well as a lack of appropriate controls       for included studies."
What's new in the management of pulmonary complications in allogeneic stem cell       transplantation?,"INTRODUCTION: As survival increases after allogeneic hematopoietic stem cell       transplantation (allo-HCT), several organ complications have emerged, including       those involving the lung, which require a multidisciplinary management approach.       The constant evolution of allo-HCT procedures, advances in diagnostic tools for       infections and pulmonary disease, as well as new treatment approaches, require       frequent updating of knowledge in this field. AREAS COVERED: We review the       multiple infectious and noninfectious lung complications that occur both early       and late after allo-HCT. This includes an updated description of these       complications, risk factors, diagnostic approach and outcome. A literature search       was performed using PubMed-indexed journals. EXPERT OPINION: The diagnosis of       pulmonary complications after allo-HCT remains challenging, further complicated       by the frequent association of co-infections and/or links between infection and       noninfectious complications. The development of metagenomic next-generation       sequencing (mNGS) should enhance the diagnostic yield of bronchoalveolar lavage,       but its clinical relevance remains to be evaluated. A better understanding of the       pathophysiology of the lung chronic graft-versus-host disease (GVHD) and improved       phenotyping are essential for advancing its diagnostic and therapeutic       management. This requires a revision of diagnostic criteria and the       identification of new biomarkers of early disease."
Inflammatory Markers and Microbiome Dysbiosis in Hematopoietic Cell Transplant       Recipients with Lung Graft-versus-Host Disease.,"Bronchiolitis obliterans (BOS) is a manifestation of pulmonary chronic       graft-versus-host disease (cGVHD) and is a devastating complication of allogeneic       hematopoietic stem cell transplantation (HCT). Early detection and treatment of       BOS may improve outcomes, but biomarkers that accurately identify BOS early are       lacking. We aimed to determine whether certain validated cGVHD markers could also       accurately diagnose BOS as compared with patients without BOS and with or without       extrapulmonary cGVHD. In addition, we sought to determine whether dysbiosis of       the gut or oral microbiomes was associated with BOS or with inflammatory       biomarkers. We enrolled 43 recipients of allogeneic HCT, 16 of whom had BOS. For       each patient, we obtained pulmonary function tests, measured the levels of 9       serum biomarkers utilizing enzyme-linked immunosorbent assays, and analyzed both       the oral and gut microbiome using microbial DNA amplification and sequencing. We       compared biomarker levels to lung function, both at baseline and over time, as       well as to microbiome diversity. Higher IL1RL1 (P = .002) and IL-17 (P = .041) at       enrollment were negatively correlated with FEV1% (forced expiratory volume in 1       second) lung function over time. Increases in IL1RL1 (P = .035), IL-17 (P =       .009), and WFDC2 (P = .045) levels over time were associated with worsened lung       function/FEV1% over time. There were minimal correlations between gut microbiome       diversity and lung function or serum biomarkers. Oral microbiome alpha diversity       was lower in subjects with BOS than without (P = .00057), and oral beta diversity       was associated with FEV1% and with levels of several biomarkers. Our pilot study       suggests that certain serum cGVHD markers may identify recipients of allogeneic       HCT at higher risk for pulmonary impairment over time and that these markers       should be followed with robust, controlled studies."
Human Amniotic Membrane-Derived Mesenchymal Stem Cells Prevent Acute       Graft-Versus-Host Disease in an Intestinal Microbiome-Dependent Manner.,"Acute graft-versus-host disease (aGVHD) represents a fatal severe complication       after allogeneic hematopoietic stem cell transplantation. As a promising cell       therapeutic strategy of aGVHD, the mechanism of mesenchymal stem cells (MSC) to       ameliorate aGVHD has not been fully clarified, especially in the field of       intestinal homeostasis including the intestinal microbiome involved in the       pathogenesis of aGVHD. The present study aimed to explore the effect of MSC on       intestinal homeostasis including the intestinal barrier and intestinal microbiome       and its metabolites, as well as the role of intestinal microbiome in the       preventive process of hAMSCs ameliorating aGVHD. The preventive effects of human       amniotic membrane-derived MSC (hAMSCs) was assessed in humanized aGVHD mouse       models. Immunohistochemistry and RT-qPCR were used to evaluate intestinal barrier       function. The 16S rRNA sequencing and targeted metabolomics assay were performed       to observe the alternation of intestinal microbiome and the amounts of       medium-chain fatty acids (MCFAs) and short-chain fatty acids (SCFAs),       respectively. Flow cytometry was performed to analyze the frequencies of T immune       cells. Through animal experiments, we found that hAMSCs had the potential to       prevent aGVHD. HAMSCs could repair the damage of intestinal barrier structure and       function, as well as improve the dysbiosis of intestinal microbiome induced by       aGVHD, and meanwhile, upregulate the concentration of metabolites SCFAs, so as to       reshape intestinal homeostasis. Gut microbiota depletion and fecal microbial       transplantation confirmed the involvement of intestinal microbiome in the       preventive process of hAMSCs on aGVHD. Our findings showed that hAMSCs prevented       aGVHD in an intestinal microbiome-dependent manner, which might shed light on a       new mechanism of hAMSCs inhibiting aGVHD and promote the development of new       prophylaxis regimes for aGVHD prevention."
Human Amniotic Mesenchymal Stem Cells Alleviate aGVHD after allo-HSCT by       Regulating Interactions between Gut Microbiota and Intestinal Immunity.,"Acute graft-versus-host disease (aGVHD) after allogeneic hematopoietic stem cell       transplantation poses one of the most vexing challenges. Gut microbiota dysbiosis       can proceed aGVHD and mesenchymal stem cells (MSCs) have promising therapeutic       potential for aGVHD. However, whether hAMSCs affect the gut microbiota during       aGVHD mitigation remains unknown. Accordingly, we sought to define the effects       and underlying mechanisms of human amniotic membrane-derived MSCs (hAMSCs)       regulating the gut microbiota and intestinal immunity in aGVHD. By establishing       humanized aGVHD mouse models and hAMSCs treatment, we found that hAMSCs       significantly ameliorated aGVHD symptoms, reversed the immune imbalance of T cell       subsets and cytokines, and restored intestinal barrier. Moreover, the diversity       and composition of gut microbiota were improved upon treatment with hAMSCs.       Spearman's correlation analysis showed that there was a correlation between the       gut microbiota and tight junction proteins, immune cells as well as cytokines.       Our research suggested that hAMSCs alleviated aGVHD by promoting gut microbiota       normalization and regulating the interactions between the gut microbiota and       intestinal barrier, immunity."
Precision microbiome reconstitution restores bile acid mediated resistance to Clostridium difficile,"A fraction of the intestinal microbiota as precise as a single bacterial species confers infection resistance by synthesizing Clostridium difficile-inhibiting metabolites from host-derived bile salts. Antibiotic treatment can kill many members of the normal commensal gut microbiota, leaving patients susceptible to intestinal infection. Among infections that can result from antibiotic-mediated commensal flora destruction, Clostridium difficile colitis is one of the most common and difficult to treat. Eric Pamer and colleagues screened the mouse microbiota with a panel of antibiotics and looked for distinct microbiota changes associated with susceptibility to C. difficile. They identified resistance-associated microbiota constituents common to mice and humans, including Clostridium scindens, which they show confers resistance to infection by synthesizing C. difficile-inhibiting metabolites from host-derived bile salts. These findings could point the way towards novel approaches to the treatment and prevention of C. difficile colitis such as replenishment of secondary bile acids or biosynthesis-competent bacteria as adjuncts to faecal microbiota transplants. The gastrointestinal tracts of mammals are colonized by hundreds of microbial species that contribute to health, including colonization resistance against intestinal pathogens1. Many antibiotics destroy intestinal microbial communities and increase susceptibility to intestinal pathogens2. Among these, Clostridium difficile, a major cause of antibiotic-induced diarrhoea, greatly increases morbidity and mortality in hospitalized patients3. Which intestinal bacteria provide resistance to C. difficile infection and their in vivo inhibitory mechanisms remain unclear. Here we correlate loss of specific bacterial taxa with development of infection, by treating mice with different antibiotics that result in distinct microbiota changes and lead to varied susceptibility to C. difficile. Mathematical modelling augmented by analyses of the microbiota of hospitalized patients identifies resistance-associated bacteria common to mice and humans. Using these platforms, we determine that Clostridium scindens, a bile acid 7α-dehydroxylating intestinal bacterium, is associated with resistance to C. difficile infection and, upon administration, enhances resistance to infection in a secondary bile acid dependent fashion. Using a workflow involving mouse models, clinical studies, metagenomic analyses, and mathematical modelling, we identify a probiotic candidate that corrects a clinically relevant microbiome deficiency. These findings have implications for the rational design of targeted antimicrobials as well as microbiome-based diagnostics and therapeutics for individuals at risk of C. difficile infection."
Adverse effects of antibiotics in children with cancer: are short-course       antibiotics for febrile neutropenia part of the solution?,"INTRODUCTION: Febrile neutropenia is a common complication experienced by       children with cancer or those undergoing hematopoietic stem cell transplantation.       Repeated episodes of febrile neutropenia result in cumulative exposure to       broad-spectrum antibiotics with potential for a range of serious adverse effects.       Short-course antibiotics, even in patients with high-risk febrile neutropenia,       may offer a solution. AREAS COVERED: This review addresses the known broad       effects of antibiotics, highlights developments in understanding the relationship       between cancer, antibiotics, and the gut microbiome, and discusses emerging       evidence regarding long-term adverse antibiotic effects. The authors consider       available evidence to guide the duration of empiric antibiotics in pediatric       febrile neutropenia and directions for future research. EXPERT OPINION:       Broad-spectrum antibiotics are associated with antimicrobial resistance,       Clostridioides difficile infection, invasive candidiasis, significant disturbance       of the gut microbiome and may seriously impact outcomes in children with cancer       or undergoing allogenic hematopoietic stem cell transplant. Short-course empiric       antibiotics are likely safe in most children with febrile neutropenia and present       a valuable opportunity to reduce the risks of antibiotic exposure."
Cutaneous dysbiosis characterizes the post-allogeneic hematopoietic stem cell       transplantation period.,"Gut dysbiosis is linked to mortality and the development of graft-versus-host       disease after hematopoietic stem cell transplantation (HSCT), but the impact of       cutaneous dysbiosis remains unexplored. We performed a pilot observational study,       obtained retroauricular and forearm skin swabs from 12 adult patients before       conditioning chemotherapy/radiation and at 1 week, 1 month, and 3 months after       allogeneic HSCT, and performed shotgun metagenomic sequencing. The cutaneous       microbiome among HSCT patients was enriched for gram-negative bacteria such as       Escherichia coli and Pseudomonas, fungi, and viruses. Enrichment with       bacteriophages and Polyomavirus species was observed among patients who died       within 1 year. We observed longitudinal stability of the cutaneous microbiome at       the 3-month time point among those who survived beyond 1 year after HSCT,       although these may simply be a reflection of the overall medical status of the       patients. There was no association with fungal abundance and any of the outcomes       observed. The cutaneous microbiome may be a reservoir of pathobionts among       allogeneic HSCT patients. Our findings suggest that cutaneous dysbiosis exists       after HSCT, but the ultimate implication of this to patient outcomes remains to       be seen through larger studies."
The role of microbiota in allogeneic hematopoietic stem cell transplantation,"Allogeneic hematopoietic stem cell transplantation (Allo-HSCT) is commonly performed to treat a variety of benign and malignant hematological diseases. Acute graft-versus-host disease (GVHD) is a major life-threatening complication that often occurs following allo-HSCT. Recently, improvements in methods to characterize the microbiota have led to a greater appreciation for how frequently and profoundly an alteration in microbial composition, or dysbiosis, can occur in allo-HSCT recipients to better decipher the complex interplay between microbiota and allo-HSCT outcomes. This article reviews the current knowledge of the microbiota’s impact on allo-HSCT outcomes, including effects of microbiota-derived metabolites, and crosstalk between commensals and the allogeneic immune response. This article also summarizes the effects of HSCT and transplant-related procedures on microbiota, and recent developments in interventional strategies. A growing body of literature indicates that the composition of the intestinal microbiota can function as a predictive biomarker for the risk and severity of acute GVHD, as well as overall survival, in patients undergoing allo-HSCT. Mechanisms underpinning these associations, however, are not well understood, and clinical strategies that modulate the microbiome to improve outcomes have yet to be fully developed. There is an unmet need to determine mechanisms to improve the efficacy of allo-HSCT."
Gut microbiota-derived TMAVA is a modulator of acute CNS-GVHD.,"Acute graft-versus-host disease (aGVHD) can affect the central nervous system       (CNS) through microglial activation and T cell infiltration, but the role of gut       microbiota in CNS-aGVHD remains unclear. Here, we investigated the role of       microbiota in microglial activation during aGVHD using antibiotic-treated       specific pathogen-free (SPF), germ-free (GF), and wildling mice.       Antibiotic-mediated microbiota depletion led to infiltration of IFN-γ-producing T       cells in the brain, activation of microglia via the TLR4/p38 MAPK pathway, and       neurocognitive deficits in SPF aGVHD mice. Microglial depletion reversed the       neurocognitive deficits. GF and wildling mice treated with antibiotics exhibited       similar microglial activation after allogeneic hematopoietic cell transplantation       (allo-HCT). Mechanistically, the bacteria-derived metabolite       N,N,N-trimethyl-5-aminovaleric acid (TMAVA) was decreased in microglia following       antibiotic treatment. TMAVA administration suppressed TLR4/p38 MAPK pathway       activity in microglia and alleviated gut microbiota depletion-mediated       neurocognitive deficits. Additionally, TMAVA abundance decreased in patient blood       after allo-HCT and after GVHD onset. In summary, we identify TMAVA loss as a       central causative factor for CNS-aGVHD, opening new perspectives for a       metabolite-based therapy."
The Role of Intestinal Microbiota in Acute Graft-versus-Host Disease.,"The mammalian intestinal microbiota is a complex ecosystem that plays an       important role in host immune responses. Recent studies have demonstrated that       alterations in intestinal microbiota composition are linked to multiple       inflammatory diseases in humans, including acute graft-versus-host disease       (aGVHD). aGVHD is one of the major obstacles in allogeneic hematopoietic stem       cell transplantation (allo-HSCT), characterized by tissue damage in the       gastrointestinal (GI) tract, liver, lung, and skin. Here, we review the current       understanding of the role of intestinal microbiota in the control of immune       responses during aGVHD. Additionally, the possibility of using probiotic strains       for potential treatment or prevention of aGVHD will be discussed."
[Relationship Between the Change of Microbial Diversity and Gastrointestinal       Graft-Versus-Host Disease Following Allogeneic Hematopoietic Stem Cell       Transplantation].,"OBJECTIVE: To investigate the change of microbial diversity and its relation with       gastrointestinal (GI) graft-versus-host disease (GVHD) following allogeneic       hematopoietic stem cell transplantation (allo-HSCT). METHODS: Fecal samples were       collected at the time point of 2 weeks before transplantation (pre-transplant       group), 1 month after transplantation (post-tranplant group) and onset of GI GVHD       in 65 hematonosis patients, which were also collected in 26 donors and 10 healthy       subjects (control group). 16S rRNA was extracted from fecal microbiotas whose V4       variable region was amplified. The amplification products were sequenced in       Illumina HiSeq 2500 platform, and the sequencing results were analyzed and       compared. RESULTS: The microbial diversity was 5.70（3.74, 10.60）in pre-transplant       group, 7.30（4.89, 11.41）in control group, and the differences between them were       not statistically significant. The microbial diversity was 3.88（2.39, 6.49）in       post-transplant group, lower than that in control group and pre-transplant group.       After transplantation, the microbial diversity was 4.24（2.47, 7.16）in the       patients without GI GVHD, while the microbial diverosity was 2.90 (1.48, 5.64) in       patients subsequently suffered from GI GVHD, but the differences between them       were not statistically significant. The microbial diversity was 2.13（1.76,       3.75）onset of GI GVHD, which was lower than that without GI GVHD. CONCLUSION:       Intestinal microbial diversity decreases after allo-HSCT, and is associated with       with Gl GVHD."
Cell-free DNA profiling informs all major complications of hematopoietic cell       transplantation.,"Allogeneic hematopoietic cell transplantation (HCT) provides effective treatment       for hematologic malignancies and immune disorders. Monitoring of posttransplant       complications is critical, yet current diagnostic options are limited. Here, we       show that cell-free DNA (cfDNA) in blood is a versatile analyte for monitoring of       the most important complications that occur after HCT: graft-versus-host disease       (GVHD), a frequent immune complication of HCT, infection, relapse of underlying       disease, and graft failure. We demonstrate that these therapeutic complications       are informed from a single assay, low-coverage bisulfite sequencing of cfDNA,       followed by disease-specific bioinformatic analyses. To inform GVHD, we profile       cfDNA methylation marks to trace the cfDNA tissues-of-origin and to quantify       tissue-specific injury. To inform infection, we implement metagenomic cfDNA       profiling. To inform cancer relapse, we implement analyses of tumor-specific       genomic aberrations. Finally, to detect graft failure, we quantify the proportion       of donor- and recipient-specific cfDNA. We applied this assay to 170 plasma       samples collected from 27 HCT recipients at predetermined timepoints before and       after allogeneic HCT. We found that the abundance of solid-organ-derived cfDNA in       the blood at 1 mo after HCT is predictive of acute GVHD (area under the curve,       0.88). Metagenomic profiling of cfDNA revealed the frequent occurrence of viral       reactivation in this patient population. The fraction of donor-specific cfDNA was       indicative of relapse and remission, and the fraction of tumor-specific cfDNA was       informative of cancer relapse. This proof-of-principle study shows that cfDNA has       the potential to improve the care of allogeneic HCT recipients by enabling       earlier detection and better prediction of the complex array of complications       that occur after HCT."
Targeting the gut microbiome: An emerging trend in hematopoietic stem cell transplantation,"Mounting evidence has demonstrated the critical role of the gut microbiome in different cancer treatment modalities showing intensive crosstalk between microbiota and the host immune system. In cancer patients receiving hematopoietic stem cell transplantation (HSCT), conditioning regimens including chemotherapy, radiotherapy, and immunosuppressive therapy, as well as antimicrobial prophylaxis, result in intestinal barrier disruption and massive changes in microbiota composition. According to clinical studies, a drastic loss of microbial diversity during HSCT is associated with enhanced pro-inflammatory immune response and an increased risk of transplant-related complications such as graft-versus-host disease (GvHD) and mortality. In this review, we outline the current understanding of the role of microbiota diversity in the patient response to cancer therapies and highlight the impact of changes in the gut microbiome on clinical outcomes in post-HSCT patients. Moreover, the therapeutic implications of microbiota modulation by probiotics, prebiotics, and fecal microbiota transplantation (FMT) in hematologic cancer patients receiving HSCT are discussed."
Targeting the gut microbiome: An emerging trend in hematopoietic stem cell transplantation,
Potential Novel Biomarkers in Chronic Graft-Versus-Host Disease.,"Prognostic, diagnostic or predictive biomarkers are urgently needed for       assessment of chronic graft-versus-host disease (cGvHD), a major risk for       patients undergoing allogeneic hematopoietic stem cell transplantation. The main       goal of this review generated within the COST Action EUROGRAFT ""Integrated       European Network on Chronic Graft Versus Host Disease"" was to identify potential       novel biomarkers for cGvHD besides the widely accepted molecular and cellular       biomarkers. Thus, the focus was on cellular biomarkers, alloantibodies,       glycomics, endothelial derived particles, extracellular vesicles, microbiome,       epigenetic and neurologic changes in cGvHD patients. Both host-reactive       antibodies in general, and particularly alloantibodies have been associated with       cGvHD and require further consideration. Glycans attached to IgG modulate its       activity and represent a promising predictive and/or stratification biomarker for       cGVHD. Furthermore, epigenetic changes such as microRNAs and DNA methylation       represent potential biomarkers for monitoring cGvHD patients and novel targets       for developing new treatment approaches. Finally, the microbiome likely affects       the pathophysiology of cGvHD; bacterial strains as well as microbial metabolites       could display potential biomarkers for dysbiosis and risk for the development of       cGvHD. In summary, although there are no validated biomarkers currently available       for clinical use to better inform on the diagnosis, prognosis or prediction of       outcome for cGvHD, many novel sources of potential markers have shown promise and       warrant further investigation using well characterized, multi-center patient       cohorts."
Lipocalin-2 expression identifies an intestinal regulatory neutrophil population       during acute graft-versus-host disease.,"Acute graft-versus-host disease (aGVHD) is a life-threatening complication of       allogeneic hematopoietic cell transplantation (allo-HCT), for which therapeutic       options are limited. Strategies to promote intestinal tissue tolerance during       aGVHD may improve patient outcomes. Using single-cell RNA sequencing, we       identified a lipocalin-2 (LCN2)-expressing neutrophil population in mice with       intestinal aGVHD. Transfer of LCN2-overexpressing neutrophils or treatment with       recombinant LCN2 reduced aGVHD severity, whereas the lack of epithelial or       hematopoietic LCN2 enhanced aGVHD severity and caused microbiome alterations.       Mechanistically, LCN2 induced insulin-like growth factor 1 receptor (IGF-1R)       signaling in macrophages through the LCN2 receptor SLC22A17, which increased       interleukin-10 (IL-10) production and reduced major histocompatibility complex       class II (MHCII) expression. Transfer of LCN2-pretreated macrophages reduced       aGVHD severity but did not reduce graft-versus-leukemia effects. Furthermore,       LCN2 expression correlated with IL-10 expression in intestinal biopsies in       multiple cohorts of patients with aGVHD, and LCN2 induced IGF-1R signaling in       human macrophages. Collectively, we identified a LCN2-expressing intestinal       neutrophil population that reduced aGVHD severity by decreasing MHCII expression       and increasing IL-10 production in macrophages. This work provides the foundation       for administration of LCN2 as a therapeutic approach for aGVHD."
Gut resistome plasticity in pediatric patients undergoing hematopoietic stem cell       transplantation.,"The gut microbiome of pediatric patients undergoing allo-hematopoietic stem cell       transplantation (HSCT) has recently been considered as a potential reservoir of       antimicrobial resistance, with important implications in terms of patient       mortality rate. By means of shotgun metagenomics, here we explored the dynamics       of the gut resistome - i.e. the pattern of antibiotic resistance genes provided       by the gut microbiome - in eight pediatric patients undergoing HSCT, half of whom       developed acute Graft-versus-Host Disease (aGvHD). According to our findings, the       patients developing aGvHD are characterized by post-HSCT expansion of their gut       resistome, involving the acquisition of new resistances, as well as the       consolidation of those already present before HSCT. Interestingly, the       aGvHD-associated bloom in resistome diversity is not limited to genes coding for       resistance to the antibiotics administered along the therapeutic course, but       rather involves a broad pattern of different resistance classes, including       multidrug resistance, as well as resistance to macrolides, aminoglycosides,       tetracyclines and beta-lactams. Our data stress the relevance of mapping the gut       resistome in HSCT pediatric patients to define the most appropriate       anti-infective treatment post HSCT."
Clinical effects and applications of the gut microbiome in hematologic       malignancies.,"The gut microbiome and its effects on host immunity have exciting implications       for cancer prognosis and therapy. Examples in allogeneic hematopoietic stem cell       transplantation (allo-SCT) demonstrate the role of the gut microbiome as a       biomarker for clinical outcomes, and animal models demonstrate how microbiota       manipulation may augment therapeutic responses. There are multiple mechanisms       that gut microbiota may have in affecting distant tumor environments, including       control of cytokine release, dendritic cell activation, and T-cell lymphocyte       stimulation. Recently, there has been a marked interest in understanding       interactions between host and microbiome in hematologic malignancies. This review       summarizes the current understanding of the gut microbiome and its impact on       leukemia, lymphoma, multiple myeloma, and allo-SCT and highlights several broad       methods for targeting the gut microbiome in therapeutic trials."
Omitting Ciprofloxacin Prophylaxis in Patients Undergoing Allogeneic       Hematopoietic Stem Cell Transplantation and Its Impact on Clinical Outcomes and       Microbiome Structure.,"Fluoroquinolone prophylaxis during allogeneic hematopoietic stem cell       transplantation (allo-HSCT) reduces bloodstream infections. However, this       practice affects the gut microbiome and potentially increases dysbiosis, which is       closely related to transplantation outcomes, and lower gastrointestinal (GI)       tract acute graft-versus-host disease (GVHD). This study assessed the impact of       omitting ciprofloxacin prophylaxis on GI GVHD, clinical outcomes, and microbiome       composition in patients undergoing allo-HSCT. In this single-center,       retrospective study comprising recipients of allo-HSCT performed between 2018 and       2020, routine ciprofloxacin prophylaxis (the exposure variable) was stopped in       December 2018. The primary outcome was acute lower GI GVHD within 100 days       post-transplantation; secondary outcomes were 1-year overall survival, nonrelapse       mortality, relapse, and overall acute GVHD. Outcomes were compared using       univariate and multivariate analyses and Kaplan-Meier/competing-risk analyses.       Sequential stool samples were collected prospectively from a subpopulation of       recipients, and the microbiome composition was analyzed. Seventy-five of the 129       patients (58.1%) received prophylactic ciprofloxacin treatment. Baseline       characteristics did not differ between the 2 study groups: patients with       ciprofloxacin prophylaxis and those without ciprofloxacin prophylaxis. The rate       of lower GI GVHD also did not differ between the 2 groups (24% versus 18.5%;       P = .597). None of the secondary outcomes was significantly different between the       2 groups in univariate, multivariate, and time-to-event analyses. In addition,       microbiome analysis in a subpopulation of 22 patients did not reveal any       significant between-group difference in alpha or beta diversity. Omitting       prophylactic ciprofloxacin during allo-HSCT did not affect microbiome       composition, lower GI-GVHD rate, or other significant clinical outcomes. The use       of prophylactic antibiotics in this setting should be evaluated further."
"Individuals, Boundaries, and Graft-versus-Host Disease.","Hematopoietic cell transplantation generates new individuals, transplant       chimeras, composed of 2 genetic partners-the patient and donor-derived cells-no       longer restricted by their original genomes. Interactions of donor-derived and       recipient cells occur prominently at the boundary of the recipient with a third       partner, the microbiome, in particular skin and intestinal tract, leading to       disruption of microbiome homeostasis. These interactions of donor and patient       cells at the boundary set the stage for the development of graft-versus-host       disease, an expression of the defense of individuality by recipient and donor.       Establishment of tolerance and return of homeostasis at the boundary will allow       for the survival of the new integrated, physiologic individual."
"Chimerism, the Microenvironment and Control of Leukemia.","Transplantation of allogeneic hematopoietic cells faces two barriers: failure of       engraftment due to a host versus graft reaction, and the attack of donor cells       against the patient, the graft versus host (GVH) reaction. This reaction may lead       to GVH disease (GVHD), but in patients transplanted due to leukemia or other       malignant disorders, this may also convey the benefit of a graft versus leukemia       (GVL) effect. The interplay of transplant conditioning with donor and host cells       and the environment in the patient is complex. The microbiome, particularly in       the intestinal tract, profoundly affects these interactions, directly and via       soluble mediators, which also reach other host organs. The microenvironment is       further altered by the modifying effect of malignant cells on marrow niches,       favoring the propagation of the malignant cells. The development of stable mixed       donor/host chimerism has the potential of GVHD prevention without necessarily       increasing the risk of relapse. There has been remarkable progress with novel       conditioning regimens and selective T-cell manipulation aimed at securing       engraftment while preventing GVHD without ablating the GVL effect. Interventions       to alter the microenvironment and change the composition of the microbiome and       its metabolic products may modify graft/host interactions, thereby further       reducing GVHD, while enhancing the GVL effect. The result should be improved       transplant outcome."
