Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id,INSDC_center_alias,Library Name,collection_date,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea)
ERR10966586,AMPLICON,409,16159843,PRJEB53547,SAMEA112745994,13098245,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403424,SAMEA112745994,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:10:00Z,1,SAMEA112745994,MO16S_001,human metagenome,ERP138358,MO16S_001,University Hospital Regensburg,ERS14741256,,,,
ERR10966587,AMPLICON,414,17092666,PRJEB53547,SAMEA112745995,13868870,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403425,SAMEA112745995,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:55:00Z,2,SAMEA112745995,MO16S_002,human metagenome,ERP138358,MO16S_002,University Hospital Regensburg,ERS14741257,,,,
ERR10966588,AMPLICON,419,16949052,PRJEB53547,SAMEA112745996,13665709,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403426,SAMEA112745996,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:10:00Z,1,SAMEA112745996,MO16S_003,human metagenome,ERP138358,MO16S_003,University Hospital Regensburg,ERS14741258,,,,
ERR10966589,AMPLICON,416,15428408,PRJEB53547,SAMEA112745997,12537637,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403427,SAMEA112745997,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:10:00Z,1,SAMEA112745997,MO16S_004,human metagenome,ERP138358,MO16S_004,University Hospital Regensburg,ERS14741259,,,,
ERR10966590,AMPLICON,413,15894912,PRJEB53547,SAMEA112745998,12906420,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403428,SAMEA112745998,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112745998,MO16S_005,human metagenome,ERP138358,MO16S_005,University Hospital Regensburg,ERS14741260,,,,
ERR10966591,AMPLICON,406,15957181,PRJEB53547,SAMEA112745999,12973903,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403429,SAMEA112745999,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:10:00Z,1,SAMEA112745999,MO16S_006,human metagenome,ERP138358,MO16S_006,University Hospital Regensburg,ERS14741261,,,,
ERR10966592,AMPLICON,407,14536031,PRJEB53547,SAMEA112746000,11835261,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403430,SAMEA112746000,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746000,MO16S_007,human metagenome,ERP138358,MO16S_007,University Hospital Regensburg,ERS14741262,,,,
ERR10966593,AMPLICON,405,5475173,PRJEB53547,SAMEA112746001,4506631,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403431,SAMEA112746001,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T01:30:00Z,2,SAMEA112746001,MO16S_008,human metagenome,ERP138358,MO16S_008,University Hospital Regensburg,ERS14741263,,,,
ERR10966594,AMPLICON,412,17690555,PRJEB53547,SAMEA112746002,14295896,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403432,SAMEA112746002,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746002,MO16S_009,human metagenome,ERP138358,MO16S_009,University Hospital Regensburg,ERS14741264,,,,
ERR10966595,AMPLICON,417,15910695,PRJEB53547,SAMEA112746003,12838297,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403433,SAMEA112746003,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746003,MO16S_010,human metagenome,ERP138358,MO16S_010,University Hospital Regensburg,ERS14741265,,,,
ERR10966596,AMPLICON,434,13611983,PRJEB53547,SAMEA112746004,10888697,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403434,SAMEA112746004,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746004,MO16S_011,human metagenome,ERP138358,MO16S_011,University Hospital Regensburg,ERS14741266,,,,
ERR10966597,AMPLICON,405,17852491,PRJEB53547,SAMEA112746005,14449299,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403435,SAMEA112746005,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746005,MO16S_012,human metagenome,ERP138358,MO16S_012,University Hospital Regensburg,ERS14741267,,,,
ERR10966598,AMPLICON,429,16717299,PRJEB53547,SAMEA112746006,13408630,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403436,SAMEA112746006,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746006,MO16S_013,human metagenome,ERP138358,MO16S_013,University Hospital Regensburg,ERS14741268,,,,
ERR10966599,AMPLICON,416,22531069,PRJEB53547,SAMEA112746007,18144146,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403437,SAMEA112746007,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746007,MO16S_014,human metagenome,ERP138358,MO16S_014,University Hospital Regensburg,ERS14741269,,,,
ERR10966600,AMPLICON,413,18653165,PRJEB53547,SAMEA112746008,15066833,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403438,SAMEA112746008,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:11:00Z,1,SAMEA112746008,MO16S_015,human metagenome,ERP138358,MO16S_015,University Hospital Regensburg,ERS14741270,,,,
ERR10966601,AMPLICON,419,21434830,PRJEB53547,SAMEA112746009,17215658,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403439,SAMEA112746009,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:12:00Z,1,SAMEA112746009,MO16S_016,human metagenome,ERP138358,MO16S_016,University Hospital Regensburg,ERS14741271,,,,
ERR10966602,AMPLICON,414,2971540,PRJEB53547,SAMEA112746010,2460765,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403440,SAMEA112746010,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:12:00Z,1,SAMEA112746010,MO16S_017,human metagenome,ERP138358,MO16S_017,University Hospital Regensburg,ERS14741272,,,,
ERR10966603,AMPLICON,440,1678071,PRJEB53547,SAMEA112746011,1400058,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403441,SAMEA112746011,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:51:00Z,2,SAMEA112746011,MO16S_018,human metagenome,ERP138358,MO16S_018,University Hospital Regensburg,ERS14741273,,,,
ERR10966604,AMPLICON,418,16430497,PRJEB53547,SAMEA112746012,13195542,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403442,SAMEA112746012,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:12:00Z,1,SAMEA112746012,MO16S_019,human metagenome,ERP138358,MO16S_019,University Hospital Regensburg,ERS14741274,,,,
ERR10966605,AMPLICON,428,22013009,PRJEB53547,SAMEA112746013,17661776,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403443,SAMEA112746013,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:12:00Z,1,SAMEA112746013,MO16S_020,human metagenome,ERP138358,MO16S_020,University Hospital Regensburg,ERS14741275,,,,
ERR10966606,AMPLICON,402,12475298,PRJEB53547,SAMEA112746014,10114254,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403444,SAMEA112746014,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746014,MO16S_021,human metagenome,ERP138358,MO16S_021,University Hospital Regensburg,ERS14741276,,,,
ERR10966607,AMPLICON,435,19283246,PRJEB53547,SAMEA112746015,15416836,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403445,SAMEA112746015,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746015,MO16S_022,human metagenome,ERP138358,MO16S_022,University Hospital Regensburg,ERS14741277,,,,
ERR10966608,AMPLICON,429,22652325,PRJEB53547,SAMEA112746016,18016881,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403446,SAMEA112746016,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746016,MO16S_023,human metagenome,ERP138358,MO16S_023,University Hospital Regensburg,ERS14741278,,,,
ERR10966609,AMPLICON,422,19072907,PRJEB53547,SAMEA112746017,15381184,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403447,SAMEA112746017,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746017,MO16S_024,human metagenome,ERP138358,MO16S_024,University Hospital Regensburg,ERS14741279,,,,
ERR10966610,AMPLICON,430,17207595,PRJEB53547,SAMEA112746018,13821551,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403448,SAMEA112746018,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746018,MO16S_025,human metagenome,ERP138358,MO16S_025,University Hospital Regensburg,ERS14741280,,,,
ERR10966611,AMPLICON,425,18682740,PRJEB53547,SAMEA112746019,14954947,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403449,SAMEA112746019,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746019,MO16S_026,human metagenome,ERP138358,MO16S_026,University Hospital Regensburg,ERS14741281,,,,
ERR10966612,AMPLICON,422,20273898,PRJEB53547,SAMEA112746020,16206997,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403450,SAMEA112746020,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T01:29:00Z,2,SAMEA112746020,MO16S_027,human metagenome,ERP138358,MO16S_027,University Hospital Regensburg,ERS14741282,,,,
ERR10966613,AMPLICON,429,53413456,PRJEB53547,SAMEA112746021,42457228,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403451,SAMEA112746021,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746021,MO16S_028,human metagenome,ERP138358,MO16S_028,University Hospital Regensburg,ERS14741283,,,,
ERR10966614,AMPLICON,429,21031866,PRJEB53547,SAMEA112746022,16749611,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403452,SAMEA112746022,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746022,MO16S_029,human metagenome,ERP138358,MO16S_029,University Hospital Regensburg,ERS14741284,,,,
ERR10966615,AMPLICON,409,19162489,PRJEB53547,SAMEA112746023,15390444,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403453,SAMEA112746023,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746023,MO16S_030,human metagenome,ERP138358,MO16S_030,University Hospital Regensburg,ERS14741285,,,,
ERR10966616,AMPLICON,439,3608777,PRJEB53547,SAMEA112746024,2975809,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403454,SAMEA112746024,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:12:00Z,1,SAMEA112746024,MO16S_031,human metagenome,ERP138358,MO16S_031,University Hospital Regensburg,ERS14741286,,,,
ERR10966617,AMPLICON,432,21684667,PRJEB53547,SAMEA112746025,17223143,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403455,SAMEA112746025,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746025,MO16S_032,human metagenome,ERP138358,MO16S_032,University Hospital Regensburg,ERS14741287,,,,
ERR10966618,AMPLICON,410,15210131,PRJEB53547,SAMEA112746026,12317937,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403456,SAMEA112746026,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746026,MO16S_033,human metagenome,ERP138358,MO16S_033,University Hospital Regensburg,ERS14741288,,,,
ERR10966619,AMPLICON,410,17614932,PRJEB53547,SAMEA112746027,14229903,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403457,SAMEA112746027,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:48:00Z,2,SAMEA112746027,MO16S_034,human metagenome,ERP138358,MO16S_034,University Hospital Regensburg,ERS14741289,,,,
ERR10966620,AMPLICON,446,26549191,PRJEB53547,SAMEA112746028,21118662,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403458,SAMEA112746028,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746028,MO16S_035,human metagenome,ERP138358,MO16S_035,University Hospital Regensburg,ERS14741290,,,,
ERR10966621,AMPLICON,387,10478102,PRJEB53547,SAMEA112746029,8502013,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403459,SAMEA112746029,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746029,MO16S_036,human metagenome,ERP138358,MO16S_036,University Hospital Regensburg,ERS14741291,,,,
ERR10966622,AMPLICON,428,27000175,PRJEB53547,SAMEA112746030,21445434,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403460,SAMEA112746030,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746030,MO16S_037,human metagenome,ERP138358,MO16S_037,University Hospital Regensburg,ERS14741292,,,,
ERR10966623,AMPLICON,436,17204642,PRJEB53547,SAMEA112746031,13789009,UNIVERSITY HOSPITAL REGENSBURG,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403461,SAMEA112746031,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746031,MO16S_038,human metagenome,ERP138358,MO16S_038,University Hospital Regensburg,ERS14741293,,,,
ERR10966624,AMPLICON,438,18542658,PRJEB53547,SAMEA112746032,14809831,UNIVERSITY HOSPITAL REGENSBURG,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403462,SAMEA112746032,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746032,MO16S_039,human metagenome,ERP138358,MO16S_039,University Hospital Regensburg,ERS14741294,,,,
ERR10966625,AMPLICON,441,28623563,PRJEB53547,SAMEA112746033,22734557,UNIVERSITY HOSPITAL REGENSBURG,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-03-05,2023-03-05,2023-03-05,2023-03-05,ERX10403463,SAMEA112746033,University Hospital Regensburg,2023-03-05T12:22:36Z,2023-03-05T12:22:36Z,public,Ion GeneStudio S5 Plus,SINGLE,PCR,METAGENOMIC,human metagenome,ION_TORRENT,2023-03-06T00:00:00Z,2023-03-11T00:13:00Z,1,SAMEA112746033,MO16S_040,human metagenome,ERP138358,MO16S_040,University Hospital Regensburg,ERS14741295,,,,
