Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR2666914,AMPLICON,435,8473464,PRJEB25221,SAMEA4762368,DTU-GE,5048180,DTU CGE,2011,public,"run.zq,sra,fastq","s3,ncbi,gs,ena","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682028,SAMEA4762368,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample64,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-20T16:41:00Z,2,SAMEA4762368,Sample64,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample64
ERR2666915,AMPLICON,529,1972217,PRJEB25221,SAMEA4762369,DTU-GE,1198188,DTU CGE,2011,public,"sra,fastq,run.zq","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,gs.us-east1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682029,SAMEA4762369,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample65,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762369,Sample65,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample65
ERR2666916,AMPLICON,544,1414440,PRJEB25221,SAMEA4762370,DTU-GE,851609,DTU CGE,2011,public,"run.zq,sra,fastq","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682030,SAMEA4762370,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample66,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762370,Sample66,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample66
ERR2666917,AMPLICON,534,1526124,PRJEB25221,SAMEA4762371,DTU-GE,918845,DTU CGE,2011,public,"run.zq,sra,fastq","ena,gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682031,SAMEA4762371,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample67,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762371,Sample67,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample67
ERR2666918,AMPLICON,434,7028075,PRJEB25221,SAMEA4762372,DTU-GE,4268521,DTU CGE,2011,public,"sra,run.zq,fastq","ncbi,ena,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682032,SAMEA4762372,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample68,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-26T18:43:00Z,2,SAMEA4762372,Sample68,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample68
ERR2666919,AMPLICON,432,4458898,PRJEB25221,SAMEA4762373,DTU-GE,2656026,DTU CGE,2011,public,"sra,fastq,run.zq","ncbi,ena,s3,gs","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682033,SAMEA4762373,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample69,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-17T08:31:00Z,2,SAMEA4762373,Sample69,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample69
ERR2666920,AMPLICON,437,8197767,PRJEB25221,SAMEA4762374,DTU-GE,4859910,DTU CGE,2011,public,"run.zq,sra,fastq","gs,ncbi,s3,ena","gs.us-east1,s3.us-east-1,ncbi.public,ena",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682034,SAMEA4762374,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample70,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-19T12:39:00Z,2,SAMEA4762374,Sample70,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample70
ERR2666921,AMPLICON,513,4474536,PRJEB25221,SAMEA4762375,DTU-GE,2538786,DTU CGE,2012,public,"sra,fastq,run.zq","ena,ncbi,s3,gs","ena,ncbi.public,s3.us-east-1,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682035,SAMEA4762375,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample71,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762375,Sample71,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample71
ERR2666922,AMPLICON,435,7285867,PRJEB25221,SAMEA4762377,DTU-GE,4281591,DTU CGE,2011,public,"run.zq,fastq,sra","gs,s3,ena,ncbi","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682036,SAMEA4762377,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample73,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-17T08:33:00Z,2,SAMEA4762377,Sample73,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample73
ERR2666923,AMPLICON,542,7331955,PRJEB25221,SAMEA4762378,DTU-GE,4179123,DTU CGE,2012,public,"run.zq,sra,fastq","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.us-east1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682037,SAMEA4762378,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample74,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762378,Sample74,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample74
ERR2666924,AMPLICON,436,5876609,PRJEB25221,SAMEA4762379,DTU-GE,3428117,DTU CGE,2012,public,"fastq,run.zq,sra","gs,ena,ncbi,s3","ena,s3.us-east-1,gs.us-east1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682038,SAMEA4762379,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample75,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-26T18:43:00Z,2,SAMEA4762379,Sample75,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample75
ERR2666925,AMPLICON,438,5641286,PRJEB25221,SAMEA4762380,DTU-GE,3319640,DTU CGE,2012,public,"sra,run.zq,fastq","gs,ena,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682039,SAMEA4762380,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample76,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-17T08:33:00Z,2,SAMEA4762380,Sample76,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample76
ERR2666926,AMPLICON,500,8249753,PRJEB25221,SAMEA4762381,DTU-GE,4908777,DTU CGE,2012,public,"run.zq,fastq,sra","ncbi,ena,s3,gs","s3.us-east-1,ena,gs.us-east1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682040,SAMEA4762381,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample77,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762381,Sample77,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample77
ERR2666927,AMPLICON,433,183036,PRJEB25221,SAMEA4762382,DTU-GE,166561,DTU CGE,2012,public,"run.zq,fastq,sra","ena,ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682041,SAMEA4762382,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample78,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-26T18:37:00Z,2,SAMEA4762382,Sample78,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample78
ERR2666928,AMPLICON,500,826279,PRJEB25221,SAMEA4762383,DTU-GE,568773,DTU CGE,2011,public,"run.zq,fastq,sra","ena,gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682042,SAMEA4762383,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample79,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762383,Sample79,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample79
ERR2666929,AMPLICON,537,614358,PRJEB25221,SAMEA4762384,DTU-GE,404063,DTU CGE,2012,public,"sra,fastq,run.zq","gs,s3,ncbi,ena","s3.us-east-1,ena,gs.us-east1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682043,SAMEA4762384,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample80,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762384,Sample80,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample80
ERR2666930,AMPLICON,438,4859811,PRJEB25221,SAMEA4762385,DTU-GE,2880063,DTU CGE,2012,public,"sra,run.zq,fastq","ena,gs,ncbi,s3","gs.us-east1,ena,s3.us-east-1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682044,SAMEA4762385,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample81,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-24T18:40:00Z,2,SAMEA4762385,Sample81,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample81
ERR2666931,AMPLICON,536,3543664,PRJEB25221,SAMEA4762386,DTU-GE,2129748,DTU CGE,2012,public,"sra,fastq,run.zq","ena,gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682045,SAMEA4762386,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample82,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762386,Sample82,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample82
ERR2666932,AMPLICON,546,3205502,PRJEB25221,SAMEA4762387,DTU-GE,1876896,DTU CGE,2012,public,"run.zq,sra,fastq","ena,s3,gs,ncbi","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682046,SAMEA4762387,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample83,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762387,Sample83,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample83
ERR2666933,AMPLICON,503,2959432,PRJEB25221,SAMEA4762388,DTU-GE,1795543,DTU CGE,2012,public,"run.zq,sra,fastq","gs,s3,ena,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682047,SAMEA4762388,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample84,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762388,Sample84,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample84
ERR2666934,AMPLICON,538,1515934,PRJEB25221,SAMEA4762389,DTU-GE,915022,DTU CGE,2012,public,"sra,run.zq,fastq","gs,ncbi,ena,s3","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682048,SAMEA4762389,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample85,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762389,Sample85,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample85
ERR2666935,AMPLICON,512,4036483,PRJEB25221,SAMEA4762390,DTU-GE,2477632,DTU CGE,2012,public,"fastq,sra,run.zq","ena,ncbi,gs,s3","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682049,SAMEA4762390,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample86,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762390,Sample86,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample86
ERR2666936,AMPLICON,566,4615886,PRJEB25221,SAMEA4762391,DTU-GE,2711049,DTU CGE,2012,public,"run.zq,sra,fastq","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682050,SAMEA4762391,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample87,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762391,Sample87,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample87
ERR2666937,AMPLICON,558,3668987,PRJEB25221,SAMEA4762392,DTU-GE,2198233,DTU CGE,2012,public,"run.zq,sra,fastq","s3,gs,ena,ncbi","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682051,SAMEA4762392,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample88,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762392,Sample88,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample88
ERR2666938,AMPLICON,557,3665978,PRJEB25221,SAMEA4762393,DTU-GE,2180237,DTU CGE,2012,public,"fastq,sra,run.zq","ncbi,s3,ena,gs","s3.us-east-1,gs.us-east1,ena,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:23Z,feces,feces,feces,ERX2682052,SAMEA4762393,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:23Z,public,454 GS FLX Titanium,metagenome,Sample89,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762393,Sample89,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample89
ERR2666939,AMPLICON,543,5744672,PRJEB25221,SAMEA4762394,DTU-GE,3234178,DTU CGE,2012,public,"run.zq,fastq,sra","ncbi,ena,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682053,SAMEA4762394,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample90,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762394,Sample90,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample90
ERR2666940,AMPLICON,437,5126709,PRJEB25221,SAMEA4762395,DTU-GE,3080641,DTU CGE,2012,public,"sra,fastq,run.zq","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,ena",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682054,SAMEA4762395,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample91,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-22T18:40:00Z,2,SAMEA4762395,Sample91,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample91
ERR2666941,AMPLICON,431,5742954,PRJEB25221,SAMEA4762396,DTU-GE,3234755,DTU CGE,2012,public,"fastq,sra,run.zq","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682055,SAMEA4762396,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample92,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-26T18:43:00Z,2,SAMEA4762396,Sample92,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample92
ERR2666942,AMPLICON,502,12758470,PRJEB25221,SAMEA4762397,DTU-GE,7705689,DTU CGE,2012,public,"fastq,run.zq,sra","ena,ncbi,s3,gs","s3.us-east-1,ena,gs.us-east1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682056,SAMEA4762397,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample93,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:39:00Z,1,SAMEA4762397,Sample93,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample93
ERR2666943,AMPLICON,543,7511689,PRJEB25221,SAMEA4762398,DTU-GE,4249921,DTU CGE,2012,public,"sra,fastq,run.zq","ena,s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682057,SAMEA4762398,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample94,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:36:00Z,1,SAMEA4762398,Sample94,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample94
ERR2666944,AMPLICON,526,5171103,PRJEB25221,SAMEA4762399,DTU-GE,3134081,DTU CGE,2012,public,"run.zq,sra,fastq","ena,gs,ncbi,s3","ncbi.public,ena,gs.us-east1,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:24Z,feces,feces,feces,ERX2682058,SAMEA4762399,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:24Z,public,454 GS FLX Titanium,metagenome,Sample95,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762399,Sample95,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample95
