Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR2666851,AMPLICON,561,2419645,PRJEB25221,SAMEA4762305,DTU-GE,1457983,DTU CGE,2010,public,"sra,fastq,run.zq","gs,ncbi,s3,ena","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-05-30,2019-05-30T04:03:50Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681965,SAMEA4762305,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample1,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762305,Sample1,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample1
ERR2666852,AMPLICON,547,2153498,PRJEB25221,SAMEA4762306,DTU-GE,1285473,DTU CGE,2010,public,"run.zq,fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-05-30,2019-05-30T04:03:50Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681966,SAMEA4762306,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample2,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762306,Sample2,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample2
ERR2666853,AMPLICON,546,2015986,PRJEB25221,SAMEA4762307,DTU-GE,1212705,DTU CGE,2010,public,"run.zq,sra,fastq","gs,ena,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.us-east1",2019-05-30,2019-05-30T04:03:50Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681967,SAMEA4762307,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample3,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762307,Sample3,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample3
ERR2666854,AMPLICON,530,2688264,PRJEB25221,SAMEA4762308,DTU-GE,1599955,DTU CGE,2010,public,"run.zq,fastq,sra","gs,s3,ncbi,ena","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-05-30,2019-05-30T04:03:50Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681968,SAMEA4762308,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample4,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762308,Sample4,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample4
ERR2666855,AMPLICON,434,8068004,PRJEB25221,SAMEA4762309,DTU-GE,4931811,DTU CGE,2010,public,"fastq,run.zq,sra","ncbi,ena,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-05-30,2019-05-30T04:03:50Z,2018-11-16,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681969,SAMEA4762309,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample5,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-26T18:43:00Z,2,SAMEA4762309,Sample5,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample5
ERR2666856,AMPLICON,520,3165990,PRJEB25221,SAMEA4762310,DTU-GE,2002718,DTU CGE,2010,public,"run.zq,sra,fastq","gs,ena,ncbi,s3","ncbi.public,gs.us-east1,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:50Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681970,SAMEA4762310,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:50Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample6,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762310,Sample6,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample6
ERR2666857,AMPLICON,531,2295065,PRJEB25221,SAMEA4762311,DTU-GE,1466691,DTU CGE,2010,public,"sra,run.zq,fastq","s3,ncbi,ena,gs","ena,ncbi.public,gs.us-east1,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681971,SAMEA4762311,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample7,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762311,Sample7,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample7
ERR2666858,AMPLICON,502,2031556,PRJEB25221,SAMEA4762312,DTU-GE,1312502,DTU CGE,2010,public,"fastq,sra,run.zq","ncbi,gs,s3,ena","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681972,SAMEA4762312,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample8,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762312,Sample8,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample8
ERR2666859,AMPLICON,535,1161895,PRJEB25221,SAMEA4762313,DTU-GE,773717,DTU CGE,2010,public,"fastq,run.zq,sra","ncbi,gs,ena,s3","ena,s3.us-east-1,ncbi.public,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681973,SAMEA4762313,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample9,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762313,Sample9,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample9
ERR2666860,AMPLICON,369,9729710,PRJEB25221,SAMEA4762314,DTU-GE,6513452,DTU CGE,2010,public,"fastq,sra,run.zq","ena,ncbi,gs,s3","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681974,SAMEA4762314,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample10,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-23T22:43:00Z,2,SAMEA4762314,Sample10,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample10
ERR2666861,AMPLICON,565,3576928,PRJEB25221,SAMEA4762315,DTU-GE,2010170,DTU CGE,2010,public,"sra,fastq,run.zq","ena,gs,ncbi,s3","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681975,SAMEA4762315,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample11,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762315,Sample11,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample11
ERR2666862,AMPLICON,549,2600393,PRJEB25221,SAMEA4762316,DTU-GE,1538000,DTU CGE,2010,public,"sra,run.zq,fastq","ncbi,ena,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:21Z,feces,feces,feces,ERX2681976,SAMEA4762316,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:21Z,public,454 GS FLX Titanium,metagenome,Sample12,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762316,Sample12,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample12
ERR2666863,AMPLICON,541,3448326,PRJEB25221,SAMEA4762317,DTU-GE,1954764,DTU CGE,2010,public,"fastq,run.zq,sra","ncbi,ena,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681977,SAMEA4762317,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample13,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762317,Sample13,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample13
ERR2666864,AMPLICON,523,2652001,PRJEB25221,SAMEA4762318,DTU-GE,1534223,DTU CGE,2010,public,"fastq,sra,run.zq","ena,s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681978,SAMEA4762318,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample14,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762318,Sample14,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample14
ERR2666865,AMPLICON,528,2141414,PRJEB25221,SAMEA4762319,DTU-GE,1224941,DTU CGE,2010,public,"run.zq,sra,fastq","ena,gs,s3,ncbi","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681979,SAMEA4762319,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample15,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762319,Sample15,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample15
ERR2666866,AMPLICON,516,2305942,PRJEB25221,SAMEA4762320,DTU-GE,1443310,DTU CGE,2010,public,"run.zq,sra,fastq","ncbi,gs,s3,ena","ena,s3.us-east-1,ncbi.public,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681980,SAMEA4762320,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample16,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762320,Sample16,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample16
ERR2666867,AMPLICON,553,2278906,PRJEB25221,SAMEA4762321,DTU-GE,1324739,DTU CGE,2010,public,"run.zq,sra,fastq","ncbi,gs,ena,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681981,SAMEA4762321,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample17,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762321,Sample17,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample17
ERR2666868,AMPLICON,542,3832823,PRJEB25221,SAMEA4762322,DTU-GE,2229169,DTU CGE,2010,public,"run.zq,fastq,sra","ena,s3,ncbi,gs","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681982,SAMEA4762322,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample18,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762322,Sample18,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample18
ERR2666869,AMPLICON,552,4195525,PRJEB25221,SAMEA4762323,DTU-GE,2449719,DTU CGE,2010,public,"run.zq,fastq,sra","ncbi,s3,gs,ena","ncbi.public,ena,s3.us-east-1,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681983,SAMEA4762323,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample19,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762323,Sample19,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample19
ERR2666870,AMPLICON,519,4178021,PRJEB25221,SAMEA4762324,DTU-GE,2474003,DTU CGE,2011,public,"sra,run.zq,fastq","ncbi,ena,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681984,SAMEA4762324,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample20,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762324,Sample20,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample20
ERR2666871,AMPLICON,527,1936432,PRJEB25221,SAMEA4762325,DTU-GE,1178702,DTU CGE,2011,public,"run.zq,sra,fastq","s3,gs,ena,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,ena",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681985,SAMEA4762325,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample21,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762325,Sample21,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample21
ERR2666872,AMPLICON,569,1943591,PRJEB25221,SAMEA4762326,DTU-GE,1168977,DTU CGE,2011,public,"run.zq,fastq,sra","gs,ena,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681986,SAMEA4762326,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample22,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762326,Sample22,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample22
ERR2666873,AMPLICON,555,2123472,PRJEB25221,SAMEA4762327,DTU-GE,1279296,DTU CGE,2011,public,"run.zq,sra,fastq","ena,ncbi,gs,s3","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681987,SAMEA4762327,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample23,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762327,Sample23,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample23
ERR2666874,AMPLICON,540,3185989,PRJEB25221,SAMEA4762328,DTU-GE,1851679,DTU CGE,2011,public,"run.zq,sra,fastq","ena,s3,ncbi,gs","s3.us-east-1,gs.us-east1,ena,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681988,SAMEA4762328,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample24,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762328,Sample24,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample24
ERR2666875,AMPLICON,524,1906361,PRJEB25221,SAMEA4762329,DTU-GE,1165328,DTU CGE,2011,public,"sra,fastq,run.zq","ena,ncbi,gs,s3","gs.us-east1,ena,ncbi.public,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681989,SAMEA4762329,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample25,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762329,Sample25,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample25
ERR2666876,AMPLICON,623,2763408,PRJEB25221,SAMEA4762330,DTU-GE,1623811,DTU CGE,2011,public,"fastq,sra,run.zq","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681990,SAMEA4762330,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample26,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762330,Sample26,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample26
ERR2666877,AMPLICON,563,2047357,PRJEB25221,SAMEA4762331,DTU-GE,1244702,DTU CGE,2011,public,"run.zq,sra,fastq","ncbi,s3,ena,gs","gs.us-east1,s3.us-east-1,ena,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681991,SAMEA4762331,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample27,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:34:00Z,1,SAMEA4762331,Sample27,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample27
ERR2666878,AMPLICON,513,5333628,PRJEB25221,SAMEA4762332,DTU-GE,3171852,DTU CGE,2011,public,"fastq,sra,run.zq","ncbi,gs,s3,ena","ena,gs.us-east1,s3.us-east-1,ncbi.public",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681992,SAMEA4762332,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample28,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762332,Sample28,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample28
ERR2666879,AMPLICON,555,4246302,PRJEB25221,SAMEA4762333,DTU-GE,2505780,DTU CGE,2011,public,"fastq,sra,run.zq","ena,ncbi,s3,gs","gs.us-east1,ncbi.public,ena,s3.us-east-1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681993,SAMEA4762333,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample29,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762333,Sample29,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample29
ERR2666880,AMPLICON,534,4233742,PRJEB25221,SAMEA4762334,DTU-GE,2594058,DTU CGE,2011,public,"run.zq,sra,fastq","ncbi,gs,s3,ena","ena,ncbi.public,s3.us-east-1,gs.us-east1",2019-05-30,2019-05-30T04:03:51Z,2019-06-13,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681994,SAMEA4762334,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample30,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2019-06-12T21:35:00Z,1,SAMEA4762334,Sample30,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample30
ERR2666881,AMPLICON,437,7471362,PRJEB25221,SAMEA4762335,DTU-GE,4473934,DTU CGE,2011,public,"run.zq,fastq,sra","s3,ncbi,ena,gs","s3.us-east-1,ncbi.public,gs.us-east1,ena",2019-05-30,2019-05-30T04:03:51Z,2018-11-16,2018-06-26T09:00:22Z,feces,feces,feces,ERX2681995,SAMEA4762335,Denmark,Europe,Denmark,55.695856,12.5704212,human-gut,DTU CGE,2019-05-30T04:03:51Z,2018-06-26T09:00:22Z,public,454 GS FLX Titanium,metagenome,Sample31,PAIRED,RANDOM,METAGENOMIC,metagenome,LS454,Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation,2019-05-31T00:00:00Z,2022-07-24T08:43:00Z,2,SAMEA4762335,Sample31,metagenome,454 GS-FLX Titanium pyrosequencing,ERP107116,Sample31
