#OTU ID	SRR22325885	SRR22325887	SRR22325889	SRR22325892	SRR22325897	SRR22325900	SRR22325902	SRR22325904	SRR22325908	SRR22325910	SRR22325911	SRR22325912	SRR22325915	SRR22325919	SRR22325921	SRR22325924	SRR22325926	SRR22325928	SRR22325931	SRR22325933	SRR22325934	SRR22325940	SRR22325943	SRR22325945	SRR22325946	SRR22325951	SRR22325954	SRR22325956	SRR22325957	SRR22325960	SRR22325961	SRR22325965	SRR22325966	SRR22325968	SRR22325971	SRR22325976	SRR22325979	SRR22325982	SRR22325984	SRR22325988	SRR22325989	SRR22325991	SRR22325992	SRR22325995	SRR22325998	SRR22325999	SRR22326000	SRR22326002	ERR1688157_ERR1688236	ERR1688161_ERR1688240	ERR1688164_ERR1688243	ERR1688165_ERR1688244	ERR1688167_ERR1688246	ERR1688180_ERR1688259	ERR1688181_ERR1688260	ERR1688183_ERR1688262	ERR1688188_ERR1688267	ERR1688192_ERR1688271	ERR1688193_ERR1688272	ERR1688201_ERR1688280	ERR1688205_ERR1688284	ERR1688215_ERR1688294	ERR1688216_ERR1688295	ERR1688233	ERR1688234	ERR1688235	ERR1688237	ERR1688238	ERR1688239	ERR1688245	ERR1688247	ERR1688248	ERR1688249	ERR1688250	ERR1688251	ERR1688253	ERR1688255	ERR1688256	ERR1688257	ERR1688261	ERR1688263	ERR1688265	ERR1688266	ERR1688268	ERR1688270	ERR1688273	ERR1688274	ERR1688276	ERR1688279	ERR1688282	ERR1688283	ERR1688285	ERR1688286	ERR1688287	ERR1688289	ERR1688291	ERR1688292	ERR1688293	ERR1688297	ERR1688299	ERR1688302	ERR1688304	ERR1688305	ERR1688306	ERR1688309	SRR28984060	SRR28984075	SRR28984090	SRR28984093	SRR28984101	SRR28984182	SRR28984190	SRR28984191	SRR28984197	SRR28984208	SRR28984210	SRR28984216	SRR28984219	SRR28984245	SRR28984260	SRR28984264	SRR28984270	SRR28984277	SRR28984285	SRR28984291	SRR28984304	SRR28984306	SRR28984321	SRR28984328	SRR28984329	SRR28984336	SRR28984342	SRR28984343	SRR28984352	SRR28984357	SRR28984368	SRR28984381	SRR28984399	SRR28984424	SRR28984440	SRR28984541	SRR28984707	SRR28984716
RS-GCF-002301595.1-NZ-MOQF01000146.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
RS-GCF-000808015.1-NZ-JWHR01000141.1	0	0	0	0	2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GB-GCA-018376935.1-JAHAAJ010000118.1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	85	2918	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-1-barcode46-umi31874bins-ubs-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0
MJ006-1-barcode39-umi63437bins-ubs-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	220
MJ006-1-barcode26-umi102566bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode65-umi141462bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
MJ006-1-barcode43-umi205212bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	224	0	0	102	0	0	0	0	0	298	0	0	0	4	0	0	0	288	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	55	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	275	0	0	0	0	0	0	78	0	0	0	0	0	0	0
KY978733	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0
RS-GCF-018785515.1-NZ-WQPY01000015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	25	3	0	0	0	0	0	0	0
RS-GCF-003478645.1-NZ-QUFU01000071.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
MJ006-2-barcode57-umi104473bins-ubs-4	0	0	0	0	0	0	2	0	0	0	0	0	21	0	24	0	0	43	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode58-umi242477bins-ubs-3	1	0	0	0	0	0	0	0	1	1	0	0	0	18	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	231	0	0	0	0	0	0	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode65-umi95747bins-ubs-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	11	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MJ005-barcode65-umi53832bins-ubs-5	0	0	0	0	218	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	2336	0	0	0	0	0	0	0	0	0	781	0	0	130	0	0	0	2	0	1	0	0	0	0	0	0	0	0	283	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-1-barcode37-umi59724bins-ubs-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3249	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
MJ006-2-barcode63-umi35131bins-ubs-9	0	0	0	0	0	0	0	0	13	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode69-umi156603bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	437	0	97	348	0	0	0	0	0	0	0	0	0	0	0	0	0	8231	0	0	0	0	0	0	0	0	6155	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	1845	0	0	0	0	0	0	0	0	0	0	20	0	1666	0	0	2618	0	0	0	0	0	25	1980	0	16	358	0	0	0	0	0	0	0	0	191	0	0	975	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	337	28	0	0	0	0	375	0	0	0	248	1017	0	0	0	0	0	0	0	0	83	0	335	0	15	0	0	0	0	0	0	0	0	25	279	0	0
RS-GCF-016899775.1-NZ-JACJJE010000125.1	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	343	0	0	4	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	12	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	17	0	0	0	0	0	0	0	0
GB-GCA-900066645.1-FMFR01000008.1	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	5	0	0	0	0	0	0	0
RS-GCF-009911595.1-NZ-QWKG01000143.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LC371917	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	3295	0	0	84	2	0	0	212	0	0	2	0	0	0	0	0	389	104	7	0	0	330	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	283	0	0	0	3	0	0	12	0	0	0	1009	0	0	8	25	0	0	24	0	0	22	0	0	0	0	0	0	0	0	0	115	0	0	0	19	0	9	11	64	0	0	0	0	0	23	0	0	11	0	0	26	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	89	653	0	0
GB-GCA-900756345.1-CAAEJT010000082.1	0	0	1544	0	0	0	176	0	144	189	0	49	137	297	90	0	0	1014	0	0	0	223	333	5	0	885	94	0	833	9326	0	0	0	0	0	24	260	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	35	113	25	0	0	0	22	25	0	146	2	652	141	346	3866	0	71	3	0	482	182	0	0	60	153	7	0	346	0	0	0	291	0	2	74	0	0	1	0	92	7	71	70	0	0	19	1	79	1	2	1	0	0	0	138	1124	0	0	0	1003	0	0	0	1752	0	0	0	0	0	0	0	0	0	0	628	195	0	0	0	0	0	0	46	0	0	210	2702	0	0
RS-GCF-015547855.1-NZ-JADMVZ010000093.1	170	0	0	0	0	0	539	0	0	0	0	0	0	265	107	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	13	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	4	0	0	0	0	0	10	3	60	43	0	1187	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0
RS-GCF-015671335.1-NZ-JADPCY010000242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0	0	4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	117	29	0	0	0	0	0	27	39	0	0	0	0	0	37	45	0	0	0	0	0	0	0	0	0	32	11	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC311367	0	0	0	0	0	0	256	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	77	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode65-umi124081bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MG963288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
RS-GCF-000469425.1-NZ-KI271465.1	0	0	66	0	0	0	1076	2340	1619	36	0	627	205	1824	57	0	0	0	0	0	0	1075	33	0	0	2912	0	0	2460	0	0	0	0	0	708	0	332	0	0	2791	0	437	0	0	386	0	798	0	0	1141	0	155	655	0	115	0	2	5	0	0	28	257	303	61	0	255	248	571	0	0	0	10	100	0	520	0	0	0	304	198	0	1215	43	0	19	231	0	468	261	0	1138	26	0	1825	42	48	0	475	0	0	41	89	0	0	96	0	435	0	12	0	0	1482	251	0	0	0	236	827	0	0	0	0	0	0	0	0	475	462	1578	33	270	0	0	0	22	84	0	329	609	9	4217	1620	0
RS-GCF-016902445.1-NZ-JACSNX010000046.1	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	0	0	0	0	0	0	0
LC522513	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	37	0	0	0	0	0	0	0	0	0	0	0	0
GB-GCA-900545115.1-UQXN01000021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	0	0	0	0	0	2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2001	0	0	0	0	0	0	0
LC522510	0	0	0	0	0	0	0	0	0	0	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode63-umi134737bins-ubs-4	0	0	0	0	0	0	0	0	0	111	0	79	27	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	262	0	0	8	0	0	0	11	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	7	0	0	0	0	0	0	12	7	0	0	3	0	0	0	0	0	0	0	0	0	57	0	0	1	0	0	57	0	0	24	0	5	0	4	0	0	0	0	0	0	0	0	8	0	0	0
MJ006-1-barcode34-umi155007bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	34	0	0	0	0	2081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0
MJ006-1-barcode40-umi104736bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-1-barcode38-umi122084bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode65-umi125708bins-ubs-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ006-2-barcode58-umi188181bins-ubs-3	0	0	0	0	0	0	1412	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	4705	0	0	0	0	0	0	1896	0	0	0	0	0	557	0	0	0	0	0	382	0	0	815	0	0	11	0	0	0	0	4933	0	0	1472	0	0	890	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	54	0	0	8713	56	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4215
RS-GCF-900291485.1-NZ-OLKO01000008.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	411	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	71	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1353	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0
MJ006-2-barcode69-umi170627bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
