Feature ID	Taxon
RS-GCF-013304755.1-NZ-JAAITK010000014.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Sellimonas; Sellimonas intestinalis
MJ006-2-barcode52-umi148324bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Sellimonas; Sellimonas intestinalis
MJ006-1-barcode41-umi68770bins-ubs-6	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
AB233029	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Schaedlerella; NA
RS-GCF-015557345.1-NZ-JADNOC010000089.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Ruminococcus_B; Ruminococcus_B gnavus
RS-GCF-003436725.1-NZ-QSQN01000078.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Mediterraneibacter_A_155507; Mediterraneibacter_A_155507 lactaris
RS-GCF-003461005.1-NZ-QTWG01000138.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Mediterraneibacter_A_155507; Mediterraneibacter_A_155507 faecis
MJ006-1-barcode33-umi150609bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Mediterraneibacter_A_155507; NA
RS-GCF-003603645.1-NZ-QVHD01000007.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
MJ005-barcode41-umi82693bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Faecalimonas; NA
MJ005-barcode25-umi74089bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
GB-GCA-015554585.1-JADNIT010000076.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Agathobacter_164117; Agathobacter rectalis
GB-GCA-013303885.1-JAAISE010000123.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
MJ006-1-barcode27-umi101558bins-ubs-5	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
AY305310	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
MJ006-2-barcode50-umi105186bins-ubs-4	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
RS-GCF-009759525.1-NZ-WGGT01000066.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Roseburia_A_166204; NA
MJ006-1-barcode46-umi207799bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; NA; NA
MJ006-1-barcode37-umi190318bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Eisenbergiella; 
MJ006-1-barcode37-umi162026bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Lachnospira; Lachnospira eligens
GB-GCA-900112995.1-FONU01000001.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Lachnospira; NA
MJ006-2-barcode60-umi204079bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Lachnospira; NA
MJ020-1-barcode44-umi10522bins-ubs-36	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Eubacterium_G_180878; NA
MJ006-2-barcode71-umi90879bins-ubs-5	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Butyribacter; Butyribacter sp003529475
RS-GCF-002159465.1-NZ-NFIR01000068.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerobutyricum; Anaerobutyricum faecale
MJ006-1-barcode32-umi138222bins-ubs-3	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerobutyricum; NA
RS-GCF-003466185.1-NZ-QSOE01000320.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerobutyricum; NA
RS-GCF-017776345.1-NZ-JAFIQO010000082.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerobutyricum; NA
MJ006-2-barcode54-umi107414bins-ubs-4	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerostipes; Anaerostipes hadrus
GB-GCA-910574775.1-CAJTBX010000007.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerostipes; NA
MJ005-barcode25-umi17993bins-ubs-12	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Lachnospiraceae; Anaerostipes; NA
MJ006-1-barcode43-umi120251bins-ubs-4	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Anaerotignaceae; ; 
MJ006-2-barcode57-umi22102bins-ubs-12	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Anaerotignaceae; ; 
GB-GCA-001304995.1-BBZU01000039.1	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Anaerotignaceae; Anaerotignum_189125; Anaerotignum lactatifermentans
MJ010-1-barcode30-umi76492bins-ubs-8	Bacteria; Bacillota_A_368345; Clostridia_258483; Lachnospirales; Anaerotignaceae; Anaerotignum_189125; NA
MJ006-1-barcode49-umi104059bins-ubs-5	Bacteria; Bacillota_C; Negativicutes; Veillonellales; Dialisteraceae; Dialister_37762; Dialister invisus
RS-GCF-002847925.1-NZ-PKHW01000010.1	Bacteria; Bacillota_C; Negativicutes; Veillonellales; Veillonellaceae; Veillonella_A; NA
RS-GCF-002959815.1-NZ-PPCZ01000008.1	Bacteria; Bacillota_C; Negativicutes; Veillonellales; Veillonellaceae; Veillonella_A; NA
GB-GCA-900542515.1-UQOA01000002.1	Bacteria; Bacillota_C; Negativicutes; Acidaminococcales; Acidaminococcaceae; Phascolarctobacterium_A_40086; Phascolarctobacterium_A_40086 faecium
RS-GCF-001812895.1-NZ-KV810708.1	Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Micrococcaceae; Rothia; Rothia sp001808955
RS-GCF-902167775.1-NZ-CABHND010000018.1	Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Bifidobacteriaceae; Bifidobacterium_388775; Bifidobacterium longum
GB-GCA-000468795.1-AWPJ01000352.1	Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Bifidobacteriaceae; Bifidobacterium_388775; Bifidobacterium longum
RS-GCF-003471295.1-NZ-QRIU01000015.1	Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Bifidobacteriaceae; Bifidobacterium_388775; NA
RS-GCF-000702865.1-NZ-JNKM01000001.1	Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Bifidobacteriaceae; Bifidobacterium_388775; NA
GB-GCA-008662275.1-RPZD01000124.1	Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; NA
CP001726	Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; Eggerthella lenta
RS-GCF-009755045.1-NZ-WPOG01000099.1	Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Gordonibacter; Gordonibacter urolithinfaciens
ABXH02000033	Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; NA
