Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR28984227,AMPLICON,602,51109198,PRJNA1109929,SAMN41307347,Metagenome or environmental,28033612,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24512968,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 165,34.646870 N 135.5067002 E,OCUBMT027_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT027_day35,SRP506877
SRR28984228,AMPLICON,602,81139366,PRJNA1109929,SAMN41307346,Metagenome or environmental,46896131,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512967,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 164,34.646870 N 135.5067002 E,OCUBMT027_day28,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT027_day28,SRP506877
SRR28984229,AMPLICON,602,53432316,PRJNA1109929,SAMN41307345,Metagenome or environmental,29263352,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24512966,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 163,34.646870 N 135.5067002 E,OCUBMT027_day21,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT027_day21,SRP506877
SRR28984230,AMPLICON,602,57385048,PRJNA1109929,SAMN41307344,Metagenome or environmental,33450102,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24512965,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 162,34.646870 N 135.5067002 E,OCUBMT026_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT026_pre,SRP506877
SRR28984231,AMPLICON,602,95916660,PRJNA1109929,SAMN41307343,Metagenome or environmental,55301360,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24512964,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 161,34.646870 N 135.5067002 E,OCUBMT026_day7,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT026_day7,SRP506877
SRR28984232,AMPLICON,600,18075845,PRJNA1109929,SAMN41307199,Metagenome or environmental,9167255,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24512963,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 17,34.646870 N 135.5067002 E,OCUBMT004_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT004_day35,SRP506877
SRR28984233,AMPLICON,602,62012020,PRJNA1109929,SAMN41307341,Metagenome or environmental,34096042,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24512961,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 159,34.646870 N 135.5067002 E,OCUBMT026_day14,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT026_day14,SRP506877
SRR28984234,AMPLICON,602,102379732,PRJNA1109929,SAMN41307340,Metagenome or environmental,55263292,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512960,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 158,34.646870 N 135.5067002 E,OCUBMT025_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT025_pre,SRP506877
SRR28984235,AMPLICON,602,75404714,PRJNA1109929,SAMN41307339,Metagenome or environmental,42829863,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512959,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 157,34.646870 N 135.5067002 E,OCUBMT025_day70,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT025_day70,SRP506877
SRR28984236,AMPLICON,602,67879112,PRJNA1109929,SAMN41307342,Metagenome or environmental,39091178,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24512962,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 160,34.646870 N 135.5067002 E,OCUBMT026_day21,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT026_day21,SRP506877
SRR28984237,AMPLICON,602,65340478,PRJNA1109929,SAMN41307338,Metagenome or environmental,38483998,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24512958,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 156,34.646870 N 135.5067002 E,OCUBMT025_day7,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT025_day7,SRP506877
SRR28984238,AMPLICON,602,72433844,PRJNA1109929,SAMN41307299,Metagenome or environmental,39032079,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512957,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 117,34.646870 N 135.5067002 E,OCUBMT019_day7,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day7,SRP506877
SRR28984239,AMPLICON,600,47378194,PRJNA1109929,SAMN41307302,Metagenome or environmental,25402297,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513106,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 120,34.646870 N 135.5067002 E,OCUBMT020_day21,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT020_day21,SRP506877
SRR28984240,AMPLICON,602,77249242,PRJNA1109929,SAMN41307337,Metagenome or environmental,44172904,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513145,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 155,34.646870 N 135.5067002 E,OCUBMT025_day63,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT025_day63,SRP506877
SRR28984241,AMPLICON,602,66319932,PRJNA1109929,SAMN41307298,Metagenome or environmental,36449172,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24512956,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 116,34.646870 N 135.5067002 E,OCUBMT019_day42,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day42,SRP506877
SRR28984242,AMPLICON,602,76373934,PRJNA1109929,SAMN41307297,Metagenome or environmental,42211523,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512955,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 115,34.646870 N 135.5067002 E,OCUBMT019_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day35,SRP506877
SRR28984243,AMPLICON,596,49068837,PRJNA1109929,SAMN41307296,Metagenome or environmental,26378299,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512954,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 114,34.646870 N 135.5067002 E,OCUBMT019_day28,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day28,SRP506877
SRR28984244,AMPLICON,570,34187482,PRJNA1109929,SAMN41307295,Metagenome or environmental,17768229,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24512953,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 113,34.646870 N 135.5067002 E,OCUBMT019_day21,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day21,SRP506877
SRR28984245,AMPLICON,596,25246942,PRJNA1109929,SAMN41307293,Metagenome or environmental,13546393,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512951,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 111,34.646870 N 135.5067002 E,OCUBMT019_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day0,SRP506877
SRR28984246,AMPLICON,600,23751292,PRJNA1109929,SAMN41307194,Metagenome or environmental,12795044,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24512950,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 12,34.646870 N 135.5067002 E,OCUBMT002_day42,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT002_day42,SRP506877
SRR28984247,AMPLICON,600,29042241,PRJNA1109929,SAMN41307292,Metagenome or environmental,15827876,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512949,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 110,34.646870 N 135.5067002 E,OCUBMT018_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_pre,SRP506877
SRR28984248,AMPLICON,598,35363307,PRJNA1109929,SAMN41307294,Metagenome or environmental,18680828,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512952,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 112,34.646870 N 135.5067002 E,OCUBMT019_day14,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT019_day14,SRP506877
SRR28984249,AMPLICON,602,73539718,PRJNA1109929,SAMN41307291,Metagenome or environmental,40541718,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24512948,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 109,34.646870 N 135.5067002 E,OCUBMT018_day77,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day77,SRP506877
SRR28984250,AMPLICON,602,57733004,PRJNA1109929,SAMN41307290,Metagenome or environmental,32114207,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512947,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 108,34.646870 N 135.5067002 E,OCUBMT018_day70,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day70,SRP506877
SRR28984251,AMPLICON,600,30635556,PRJNA1109929,SAMN41307289,Metagenome or environmental,16541629,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24512946,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 107,34.646870 N 135.5067002 E,OCUBMT018_day7,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day7,SRP506877
SRR28984252,AMPLICON,602,68656896,PRJNA1109929,SAMN41307288,Metagenome or environmental,36776864,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24512945,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 106,34.646870 N 135.5067002 E,OCUBMT018_day63,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day63,SRP506877
SRR28984253,AMPLICON,602,68552148,PRJNA1109929,SAMN41307286,Metagenome or environmental,36863475,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24512943,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 104,34.646870 N 135.5067002 E,OCUBMT018_day49,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day49,SRP506877
SRR28984254,AMPLICON,602,81165252,PRJNA1109929,SAMN41307285,Metagenome or environmental,43958655,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512942,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 103,34.646870 N 135.5067002 E,OCUBMT018_day42,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day42,SRP506877
SRR28984255,AMPLICON,592,32247105,PRJNA1109929,SAMN41307284,Metagenome or environmental,16492088,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24512941,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 102,34.646870 N 135.5067002 E,OCUBMT018_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day35,SRP506877
SRR28984256,AMPLICON,602,53665290,PRJNA1109929,SAMN41307287,Metagenome or environmental,28887643,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512944,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 105,34.646870 N 135.5067002 E,OCUBMT018_day56,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day56,SRP506877
SRR28984257,AMPLICON,600,29847076,PRJNA1109929,SAMN41307283,Metagenome or environmental,15615687,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512940,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 101,34.646870 N 135.5067002 E,OCUBMT018_day28,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT018_day28,SRP506877
SRR28984258,AMPLICON,599,15426193,PRJNA1109929,SAMN41307193,Metagenome or environmental,8166604,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512939,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 11,34.646870 N 135.5067002 E,OCUBMT002_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:50:00Z,1,OCUBMT002_day35,SRP506877
SRR28984259,AMPLICON,602,62521312,PRJNA1109929,SAMN41307184,Metagenome or environmental,33273194,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24512938,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 2,34.646870 N 135.5067002 E,OCUBMT001_day14,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT001_day14,SRP506877
SRR28984260,AMPLICON,602,83348706,PRJNA1109929,SAMN41307183,Metagenome or environmental,44932836,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24512937,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 1,34.646870 N 135.5067002 E,OCUBMT001_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT001_day0,SRP506877
SRR28984261,AMPLICON,602,95923884,PRJNA1109929,SAMN41307495,Metagenome or environmental,59758500,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513386,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 313,34.646870 N 135.5067002 E,OCUBMT058_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_pre,SRP506877
SRR28984262,AMPLICON,600,66378230,PRJNA1109929,SAMN41307494,Metagenome or environmental,36452462,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513385,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 312,34.646870 N 135.5067002 E,OCUBMT058_day70,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day70,SRP506877
SRR28984263,AMPLICON,600,84580429,PRJNA1109929,SAMN41307493,Metagenome or environmental,45787986,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513384,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 311,34.646870 N 135.5067002 E,OCUBMT058_day63,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day63,SRP506877
SRR28984264,AMPLICON,601,74465079,PRJNA1109929,SAMN41307496,Metagenome or environmental,40264876,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513387,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 314,34.646870 N 135.5067002 E,OCUBMT062_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,OCUBMT062_day0,SRP506877
SRR28984265,AMPLICON,600,34777708,PRJNA1109929,SAMN41307214,Metagenome or environmental,18447196,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513383,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 32,34.646870 N 135.5067002 E,OCUBMT007_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT007_pre,SRP506877
SRR28984266,AMPLICON,600,59727564,PRJNA1109929,SAMN41307492,Metagenome or environmental,32589681,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513382,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 310,34.646870 N 135.5067002 E,OCUBMT058_day56,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day56,SRP506877
SRR28984267,AMPLICON,600,77152705,PRJNA1109929,SAMN41307491,Metagenome or environmental,41479175,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513381,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 309,34.646870 N 135.5067002 E,OCUBMT058_day49,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day49,SRP506877
SRR28984268,AMPLICON,600,67957255,PRJNA1109929,SAMN41307490,Metagenome or environmental,36564799,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513380,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 308,34.646870 N 135.5067002 E,OCUBMT058_day42,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,OCUBMT058_day42,SRP506877
SRR28984269,AMPLICON,600,98021032,PRJNA1109929,SAMN41307488,Metagenome or environmental,54989702,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513378,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 306,34.646870 N 135.5067002 E,OCUBMT058_day14,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day14,SRP506877
SRR28984270,AMPLICON,601,80600363,PRJNA1109929,SAMN41307487,Metagenome or environmental,42350750,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513377,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 305,34.646870 N 135.5067002 E,OCUBMT058_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day0,SRP506877
SRR28984271,AMPLICON,602,89676930,PRJNA1109929,SAMN41307486,Metagenome or environmental,55646166,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513376,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 304,34.646870 N 135.5067002 E,OCUBMT052_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT052_pre,SRP506877
SRR28984272,AMPLICON,600,102927774,PRJNA1109929,SAMN41307489,Metagenome or environmental,55635050,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513379,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 307,34.646870 N 135.5067002 E,OCUBMT058_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT058_day35,SRP506877
