Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR28984399,AMPLICON,602,67795434,PRJNA1109929,SAMN41307246,Metagenome or environmental,36962370,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513248,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 64,34.646870 N 135.5067002 E,OCUBMT012_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT012_day0,SRP506877
SRR28984400,AMPLICON,600,78175168,PRJNA1109929,SAMN41307113,Metagenome or environmental,43441795,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513247,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 315,34.646870 N 135.5067002 E,Patient043_pre_95,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_95,SRP506877
SRR28984401,AMPLICON,600,99794575,PRJNA1109929,SAMN41307112,Metagenome or environmental,55814632,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513246,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 314,34.646870 N 135.5067002 E,Patient043_pre_94,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_94,SRP506877
SRR28984402,AMPLICON,600,89350099,PRJNA1109929,SAMN41307114,Metagenome or environmental,49835751,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513249,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 316,34.646870 N 135.5067002 E,Patient043_pre_96,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_pre_96,SRP506877
SRR28984403,AMPLICON,600,93053384,PRJNA1109929,SAMN41307111,Metagenome or environmental,52184433,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513245,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 313,34.646870 N 135.5067002 E,Patient043_pre_93,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_pre_93,SRP506877
SRR28984404,AMPLICON,600,68144902,PRJNA1109929,SAMN41307110,Metagenome or environmental,37876922,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513244,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 312,34.646870 N 135.5067002 E,Patient043_pre_92,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_92,SRP506877
SRR28984405,AMPLICON,600,83335878,PRJNA1109929,SAMN41307109,Metagenome or environmental,46482163,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513243,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 311,34.646870 N 135.5067002 E,Patient043_pre_91,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_91,SRP506877
SRR28984406,AMPLICON,600,76063656,PRJNA1109929,SAMN41307108,Metagenome or environmental,42371483,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513242,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 310,34.646870 N 135.5067002 E,Patient043_pre_90,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_90,SRP506877
SRR28984407,AMPLICON,600,108243302,PRJNA1109929,SAMN41307106,Metagenome or environmental,60325526,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513240,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 308,34.646870 N 135.5067002 E,Patient043_pre_88,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_88,SRP506877
SRR28984408,AMPLICON,600,61574986,PRJNA1109929,SAMN41307105,Metagenome or environmental,34522998,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513239,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 307,34.646870 N 135.5067002 E,Patient043_pre_87,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_87,SRP506877
SRR28984409,AMPLICON,600,79563534,PRJNA1109929,SAMN41307104,Metagenome or environmental,44407161,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513238,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 306,34.646870 N 135.5067002 E,Patient043_pre_86,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_86,SRP506877
SRR28984410,AMPLICON,600,69499940,PRJNA1109929,SAMN41307107,Metagenome or environmental,38927515,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513241,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 309,34.646870 N 135.5067002 E,Patient043_pre_89,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_89,SRP506877
SRR28984411,AMPLICON,601,30591403,PRJNA1109929,SAMN41307245,Metagenome or environmental,16582914,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513237,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 63,34.646870 N 135.5067002 E,OCUBMT011_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT011_pre,SRP506877
SRR28984412,AMPLICON,600,98685110,PRJNA1109929,SAMN41307103,Metagenome or environmental,55712501,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513236,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 305,34.646870 N 135.5067002 E,Patient043_pre_85,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_85,SRP506877
SRR28984413,AMPLICON,600,80803433,PRJNA1109929,SAMN41307102,Metagenome or environmental,45297280,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513235,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 304,34.646870 N 135.5067002 E,Patient043_pre_84,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_84,SRP506877
SRR28984414,AMPLICON,600,96550087,PRJNA1109929,SAMN41307101,Metagenome or environmental,54176492,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513234,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 303,34.646870 N 135.5067002 E,Patient043_pre_83,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_83,SRP506877
SRR28984415,AMPLICON,600,83858393,PRJNA1109929,SAMN41307099,Metagenome or environmental,47227999,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513232,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 301,34.646870 N 135.5067002 E,Patient043_pre_81,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_81,SRP506877
SRR28984416,AMPLICON,600,111251964,PRJNA1109929,SAMN41307098,Metagenome or environmental,62927776,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513231,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 300,34.646870 N 135.5067002 E,Patient043_pre_80,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_pre_80,SRP506877
SRR28984417,AMPLICON,600,105886728,PRJNA1109929,SAMN41307040,Metagenome or environmental,58642134,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513230,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 242,34.646870 N 135.5067002 E,Patient043_day15_79,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day15_79,SRP506877
SRR28984418,AMPLICON,600,90348754,PRJNA1109929,SAMN41307043,Metagenome or environmental,50086961,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513044,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 245,34.646870 N 135.5067002 E,Patient043_day15_84,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day15_84,SRP506877
SRR28984419,AMPLICON,600,107737668,PRJNA1109929,SAMN41307039,Metagenome or environmental,61129253,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513229,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 241,34.646870 N 135.5067002 E,Patient043_day15_77,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day15_77,SRP506877
SRR28984420,AMPLICON,600,97189232,PRJNA1109929,SAMN41307038,Metagenome or environmental,54301966,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513228,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 240,34.646870 N 135.5067002 E,Patient043_day15_76,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day15_76,SRP506877
SRR28984421,AMPLICON,600,114925009,PRJNA1109929,SAMN41307037,Metagenome or environmental,64456516,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513227,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 239,34.646870 N 135.5067002 E,Patient043_day15_75,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day15_75,SRP506877
SRR28984422,AMPLICON,600,85591248,PRJNA1109929,SAMN41307036,Metagenome or environmental,48461995,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513226,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 238,34.646870 N 135.5067002 E,Patient043_day15_74,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day15_74,SRP506877
SRR28984423,AMPLICON,600,111908528,PRJNA1109929,SAMN41307034,Metagenome or environmental,62698325,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513224,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 236,34.646870 N 135.5067002 E,Patient043_day0_99,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day0_99,SRP506877
SRR28984424,AMPLICON,601,19533626,PRJNA1109929,SAMN41307238,Metagenome or environmental,10639963,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513223,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 56,34.646870 N 135.5067002 E,OCUBMT011_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT011_day0,SRP506877
SRR28984425,AMPLICON,600,128673660,PRJNA1109929,SAMN41307033,Metagenome or environmental,72075672,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513222,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 235,34.646870 N 135.5067002 E,Patient043_day0_98,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day0_98,SRP506877
SRR28984426,AMPLICON,600,93110777,PRJNA1109929,SAMN41307035,Metagenome or environmental,51479559,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513225,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 237,34.646870 N 135.5067002 E,Patient043_day15_72,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day15_72,SRP506877
SRR28984427,AMPLICON,600,130210391,PRJNA1109929,SAMN41307032,Metagenome or environmental,73094949,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513221,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 234,34.646870 N 135.5067002 E,Patient043_day0_97,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_97,SRP506877
SRR28984428,AMPLICON,600,131384605,PRJNA1109929,SAMN41307031,Metagenome or environmental,73997973,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513220,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 233,34.646870 N 135.5067002 E,Patient043_day0_96,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_96,SRP506877
SRR28984429,AMPLICON,600,94662128,PRJNA1109929,SAMN41307030,Metagenome or environmental,53207586,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513219,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 232,34.646870 N 135.5067002 E,Patient043_day0_95,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_95,SRP506877
SRR28984430,AMPLICON,600,106058250,PRJNA1109929,SAMN41307029,Metagenome or environmental,58834659,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513218,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 231,34.646870 N 135.5067002 E,Patient043_day0_94,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day0_94,SRP506877
SRR28984431,AMPLICON,600,126483752,PRJNA1109929,SAMN41307027,Metagenome or environmental,70281390,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513216,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 229,34.646870 N 135.5067002 E,Patient043_day0_92,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_92,SRP506877
SRR28984432,AMPLICON,600,113964653,PRJNA1109929,SAMN41307026,Metagenome or environmental,63580514,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513215,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 228,34.646870 N 135.5067002 E,Patient043_day0_91,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_91,SRP506877
SRR28984433,AMPLICON,600,85314136,PRJNA1109929,SAMN41307025,Metagenome or environmental,47725160,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513214,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 227,34.646870 N 135.5067002 E,Patient043_day0_90,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day0_90,SRP506877
SRR28984434,AMPLICON,599,107990140,PRJNA1109929,SAMN41307028,Metagenome or environmental,60692622,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513217,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 230,34.646870 N 135.5067002 E,Patient043_day0_93,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_93,SRP506877
SRR28984435,AMPLICON,600,102942064,PRJNA1109929,SAMN41307024,Metagenome or environmental,57713736,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513213,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 226,34.646870 N 135.5067002 E,Patient043_day0_89,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_89,SRP506877
SRR28984436,AMPLICON,601,21500873,PRJNA1109929,SAMN41307237,Metagenome or environmental,11424650,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513212,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 55,34.646870 N 135.5067002 E,OCUBMT010_pre,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT010_pre,SRP506877
SRR28984437,AMPLICON,600,106855025,PRJNA1109929,SAMN41307023,Metagenome or environmental,59899148,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513211,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 225,34.646870 N 135.5067002 E,Patient043_day0_88,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_88,SRP506877
SRR28984438,AMPLICON,600,118967511,PRJNA1109929,SAMN41307022,Metagenome or environmental,66442458,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513210,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 224,34.646870 N 135.5067002 E,Patient043_day0_87,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day0_87,SRP506877
SRR28984439,AMPLICON,601,86799693,PRJNA1109929,SAMN41306904,Metagenome or environmental,55261557,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513208,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 106,34.646870 N 135.5067002 E,Patient031_day8_03,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient031_day8_03,SRP506877
SRR28984440,AMPLICON,602,72047962,PRJNA1109929,SAMN41307225,Metagenome or environmental,41376825,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513207,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 43,34.646870 N 135.5067002 E,OCUBMT009_day0,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT009_day0,SRP506877
SRR28984441,AMPLICON,601,151241457,PRJNA1109929,SAMN41306903,Metagenome or environmental,95756405,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513206,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 105,34.646870 N 135.5067002 E,Patient031_day8_02,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient031_day8_02,SRP506877
SRR28984442,AMPLICON,601,97169276,PRJNA1109929,SAMN41306905,Metagenome or environmental,61912275,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513209,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 107,34.646870 N 135.5067002 E,Patient031_day8_05,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient031_day8_05,SRP506877
SRR28984443,AMPLICON,601,89471988,PRJNA1109929,SAMN41306902,Metagenome or environmental,59357943,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513205,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 104,34.646870 N 135.5067002 E,Patient031_day8_01,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient031_day8_01,SRP506877
SRR28984444,AMPLICON,601,83270922,PRJNA1109929,SAMN41306901,Metagenome or environmental,56222254,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513204,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 103,34.646870 N 135.5067002 E,Patient031_day15_20,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient031_day15_20,SRP506877
